Author 1,Author 2,Weights
Charles M. Doutriaux,Davide Salomoni,1.0
Charles M. Doutriaux,Dean N. Williams,1.0
Charles M. Doutriaux,Donatello Elia,1.0
Charles M. Doutriaux,Germán Moltó,1.0
Charles M. Doutriaux,Giacinto Donvito,1.0
Charles M. Doutriaux,Giovanni Aloisio,1.0
Charles M. Doutriaux,Ignacio Blanquer,1.0
Charles M. Doutriaux,J. Boutte,1.0
Marcin Plóciennik,Charles M. Doutriaux,1.0
Charles M. Doutriaux,Marco Fargetta,1.0
Charles M. Doutriaux,Michal Owsiak,1.0
Charles M. Doutriaux,Miguel Caballer,1.0
Charles M. Doutriaux,Mário David,1.0
Charles M. Doutriaux,Riccardo Bruno,1.0
Charles M. Doutriaux,Roberto Barbera,1.0
Sandro Fiore,Charles M. Doutriaux,1.0
Charles M. Doutriaux,Tomasz Zok,1.0
Charles M. Doutriaux,V. Anantharaj,1.0
Charles M. Doutriaux,Z. Shaheen,1.0
Claris Castillo,Charles Schmitt,1.0
Fan Jiang,Charles Schmitt,1.0
Charles Siegel,Jeff Daily,1.0
Jaroslav M. Fowkes,Charles Sutton,1.0
Holly Ferguson,Charles Vardeman,2.0
Charles Vardeman,Jarek Nabrzyski,2.0
Charu C. Aggarwal,Huan Liu 0001,2.0
Jiliang Tang,Charu C. Aggarwal,2.0
Karthik Subbian,Charu C. Aggarwal,1.0
Charu C. Aggarwal,Kshiteesh Hegde,1.0
Latifur Khan,Charu C. Aggarwal,2.0
Suhang Wang,Charu C. Aggarwal,1.0
Swarup Chandra,Charu C. Aggarwal,2.0
Yupeng Gao,Charu C. Aggarwal,1.0
Zhuoyi Wang,Charu C. Aggarwal,1.0
Chathuri Wimalasena,Geoffrey C. Fox,1.0
Chathuri Wimalasena,Milinda Pathirage,1.0
Pulasthi Wickramasinghe,Chathuri Wimalasena,1.0
Saliya Ekanayake,Chathuri Wimalasena,1.0
Supun Kamburugamuve,Chathuri Wimalasena,1.0
Chen Chen 0018,Dimitrios Gunopulos,1.0
Chen Chen 0018,Leonidas J. Guibas,1.0
Chen Chen 0018,Qiang Yang 0001,1.0
Chen Chen 0018,Qixing Huang,1.0
Chen Chen 0022,Hanghang Tong,1.0
Chen Chen 0022,Lei Xie,1.0
Chen Chen 0022,Lei Ying,1.0
Chen Chen 0022,Qing He,1.0
Chen Jason Zhang,Lei Chen 0002,1.0
Chen Jason Zhang,Pan Hui 0001,1.0
Chen Jason Zhang,Siyuan Liu,1.0
Ting Wu,Chen Jason Zhang,1.0
Kyle Williams,Chen Liang 0001,1.0
Shuting Wang,Chen Liang 0001,1.0
Zhaohui Wu 0002,Chen Liang 0001,1.0
Fangzhou Zhu,Chen Luo,1.0
Chen Luo,Jia Zeng,1.0
Chen Luo,Ke Deng,1.0
Chen Luo,Mingxuan Yuan,1.0
Chen Luo,Tao Gu,1.0
Chen Luo,Weixiong Rao,1.0
Chen Luo,Yijian Zhu,1.0
Chen Luo,Zhengqing Zhang,1.0
Jianmin Wang 0001,Chen Wang 0018,1.0
Jinrui Zhang,Chen Wang 0018,1.0
Raymond K. Wong,Chen Wang 0018,1.0
Xiangdong Huang,Chen Wang 0018,1.0
Chunkai Wang,Chen Yang 0009,1.0
Qi Guo 0001,Chen Yang 0009,1.0
Xiaofeng Meng 0001,Chen Yang 0009,1.0
Zujian Weng,Chen Yang 0009,1.0
Chen Zhu,Fang Xie,1.0
Chen Zhu,Hengshu Zhu,1.0
Chen Zhu,Hui Xiong 0001,1.0
Chen Zhu,Pengliang Ding,1.0
Cheng Chen 0002,Thomas Lukasiewicz,1.0
Cheng Chen 0002,Xiangwu Meng,1.0
Cheng Chen 0002,Yishu Miao,1.0
Zhenghua Xu,Cheng Chen 0002,1.0
Cheng Chen 0019,Fang Dong,1.0
Cheng Chen 0019,Kui Wu 0001,2.0
Cheng Chen 0019,Sean Chester,1.0
Cheng Chen 0019,Venkatesh Srinivasan 0001,2.0
Dan Wang 0002,Cheng Fan,1.0
Jian Pei,Cheng Fan,1.0
Cheng Fan,Linda Fu Xiao,1.0
Yi Yuan 0005,Cheng Fan,1.0
Zimu Zheng,Cheng Fan,1.0
Cheng Li 0012,Paul Resnick,1.0
Cheng Li 0012,Qiaozhu Mei,1.0
Dawei Chen,Cheng Soon Ong,1.0
Dongwoo Kim 0002,Cheng Soon Ong,1.0
Lexing Xie,Cheng Soon Ong,2.0
Cheng-Kang Hsieh,Deborah Estrin,1.0
Cheng-Kang Hsieh,Honghao Wei,1.0
Cheng-Kang Hsieh,Longqi Yang,1.0
Cheng-Kang Hsieh,Mor Naaman,1.0
Cheng-Te Li,Chien-Lin Tseng,1.0
Cheng-Te Li,Hsun-Ping Hsieh,1.0
Jyun-Yu Jiang,Cheng-Te Li,2.0
Kai-Hsiang Hsu,Cheng-Te Li,1.0
Cheng-Te Li,Po Hu,1.0
Rui Yan,Cheng-Te Li,1.0
Cheng-Te Li,Tingting He,1.0
Cheng-Te Li,Xiaohua Hu 0001,1.0
Dae Hoon Park,ChengXiang Zhai,1.0
Mengwen Liu,ChengXiang Zhai,1.0
Parikshit Sondhi,ChengXiang Zhai,1.0
Shubhra Kanti Karmaker Santu,ChengXiang Zhai,1.0
Yi Fang 0008,ChengXiang Zhai,1.0
Chengcheng Mou,Shaoping Chen,1.0
Chengcheng Mou,Yi-Cheng Tu,1.0
Chengfei Liu,Hai Le Vu,1.0
Chengfei Liu,J. Wenny Rahayu,1.0
Chengfei Liu,Jianxin Li 0001,1.0
Lu Chen,Chengfei Liu,1.0
Md. Saiful Islam 0003,Chengfei Liu,2.0
Chengfei Liu,Rui Zhou 0001,1.0
Chengfei Liu,Tarique Anwar,2.0
Chengfei Liu,Xiaochun Yang 0001,1.0
Chenghao Liu,Ee-Peng Lim,1.0
Chenghao Liu,Jianling Sun,1.0
Chenghao Liu,Peilin Zhao,1.0
Chenghao Liu,Steven C. H. Hoi,1.0
Daokun Zhang,Chengqi Zhang,1.0
Guodong Long,Chengqi Zhang,1.0
Hong Yang,Chengqi Zhang,1.0
Jia Wu 0001,Chengqi Zhang,1.0
Jie Yin,Chengqi Zhang,1.0
Qinzhe Zhang,Chengqi Zhang,1.0
Weixue Lu,Chengqi Zhang,1.0
Xingquan Zhu,Chengqi Zhang,1.0
Chengxi Zang,Christos Faloutsos,1.0
Chengxi Zang,Peng Cui 0001,1.0
Jian Peng 0001,Chengxiang Zhai,1.0
Rongda Zhu,Chengxiang Zhai,1.0
Chengyu Wang 0001,Rong Zhang 0002,1.0
Chengyu Wang 0001,Xiaofeng He,1.0
Chenhao Tan,Cristian Danescu-Niculescu-Mizil,1.0
Isabel Mette Kloumann,Chenhao Tan,1.0
Jack Hessel,Chenhao Tan,1.0
Chenhao Tan,Jon M. Kleinberg,1.0
Chenhao Tan,Lada A. Adamic,1.0
Chenhao Tan,Lillian Lee,3.0
Chenhao Tan,Vlad Niculae,1.0
Chenliang Li,Jian Xing,1.0
Chenliang Li,Zongyang Ma,1.0
Chenwei Zhang,Jing Gao 0004,1.0
Chenwei Zhang,Nan Du,1.0
Chenwei Zhang,Philip S. Yu,2.0
Chenwei Zhang,Sihong Xie,1.0
Chenwei Zhang,Wei Fan 0001,2.0
Chenwei Zhang,Yaliang Li,1.0
Hiroshi Sakai,Chenxi Liu,1.0
Michinori Nakata,Chenxi Liu,1.0
Shusaku Tsumoto,Chenxi Liu,1.0
Chenxi Qiu,Dev Rishi Khare,1.0
Chenxi Qiu,James Caverlee,1.0
Chenxiao Dou,Daniel Sun,1.0
Chenxiao Dou,Guoqiang Li 0001,1.0
Chenxiao Dou,Jianquan Liu,1.0
Chenxiao Dou,Yi-Cheng Chen,1.0
Chenyan Xiong,Jamie Callan,1.0
Zhuyun Dai,Chenyan Xiong,1.0
Cheong Hee Park,Youngsoon Kang,1.0
Dhruv Mahajan 0001,Chetan Bansal,1.0
Chetan Bansal,Johannes Gehrke,1.0
Chetan Bansal,S. Sathiya Keerthi,1.0
Chetan Bansal,Sundararajan Sellamanickam,1.0
Chetan Bansal,Suresh Parthasarathy,1.0
Vishwajit Kolathur,Chetan Bansal,1.0
Chi-Chun Lin,Kun-Ta Chuang,1.0
Chi-Chun Lin,Ming-Syan Chen,1.0
Chi-Chun Lin,Wush Chi-Hsuan Wu,1.0
Chia-Tien Dan Lo,Pablo Ordóñez,1.0
Chien-Heng Wu,Franco Lin,1.0
Chien-Heng Wu,Hsi-Ching Lin,1.0
Chien-Heng Wu,Wen-Yi Chang,1.0
Chien-Heng Wu,Whey-Fone Tsai,1.0
Kai-Hsiang Hsu,Chien-Lin Tseng,1.0
Chien-Xuan Tran,Duc-Vu Tran,1.0
Chien-Xuan Tran,Minh-Le Nguyen,1.0
Minh-Tien Nguyen,Chien-Xuan Tran,1.0
Mu-Chu Lee,Chih-Jen Lin,1.0
Wei-Lin Chiang,Chih-Jen Lin,1.0
Chun-Chieh Chen,Chih-Ya Shen,1.0
Chih-Ya Shen,De-Nian Yang,1.0
Hong-Han Shuai,Chih-Ya Shen,1.0
Chih-Ya Shen,Ming-Syan Chen,2.0
Chih-Ya Shen,Philip S. Yu,1.0
Chih-Ya Shen,Wang-Chien Lee,1.0
Chih-Ya Shen,Yi-Feng Lan,1.0
Dawei Yin,Chikashi Nobata,1.0
Hongbo Deng,Chikashi Nobata,1.0
Hua Ouyang,Chikashi Nobata,1.0
Chikashi Nobata,Jean-Marc Langlois,1.0
Jianhui Chen,Chikashi Nobata,1.0
Jiliang Tang,Chikashi Nobata,1.0
Chikashi Nobata,Joel R. Tetreault,1.0
Mianwei Zhou,Chikashi Nobata,1.0
Tim Daly Jr.,Chikashi Nobata,1.0
Chikashi Nobata,Yashar Mehdad,1.0
Chikashi Nobata,Yi Chang 0001,2.0
Yuening Hu,Chikashi Nobata,1.0
Cho-Jui Hsieh,Inderjit S. Dhillon,1.0
Kai-Yang Chiang,Cho-Jui Hsieh,1.0
Cho-Jui Hsieh,Nikhil Rao,1.0
Si Si,Cho-Jui Hsieh,1.0
Chong Peng,Ming Yang,2.0
Chong Peng,Qiang Cheng,2.0
Chong Peng,Zhao Kang,2.0
Chong Wang,Cristian Borcea,1.0
Chong Wang,Yi Chen 0001,1.0
Chonggang Song,Mong-Li Lee,1.0
Chonggang Song,Wynne Hsu,1.0
Chuanren Liu,Chonghui Guo,1.0
Chonghui Guo,Hui Xiong 0001,1.0
Leilei Sun,Chonghui Guo,1.0
Chonghui Guo,Yanming Xie,1.0
David Pardoe,Chongzhe Li,1.0
Frank Cao,Chongzhe Li,1.0
Haishan Liu,Chongzhe Li,1.0
Kun Liu,Chongzhe Li,1.0
Manoj Thakur,Chongzhe Li,1.0
Kim Whitehall,Chris Mattmann,1.0
Chris Mattmann,Maziyar Boustani,1.0
Chris Mattmann,Paul M. Ramirez,1.0
Chris Mattmann,Paul Zimdars,1.0
Rahul Palamuttam,Chris Mattmann,1.0
Chris Mattmann,Sujen Shah,1.0
Fei Xiao,Chris Pouliot,1.0
Marzieh Parandehgheibi,Chris Pouliot,1.0
Nilesh Kulkarni,Chris Pouliot,1.0
Zhou Xing,Chris Pouliot,1.0
Chris Smith-Clarke,Licia Capra,1.0
Chris Xing Tian,Yong Chiang Tay,1.0
Dominique Ritze,Christian Bizer,1.0
Oliver Lehmberg,Christian Bizer,1.0
Yaser Oulabi,Christian Bizer,1.0
Claudia Plant,Christian Böhm,2.0
Christian Böhm,Martin Perdacher,1.0
Sebastian Goebl,Christian Böhm,1.0
Wei Ye 0001,Christian Böhm,1.0
Christian Neuenstadt,Christoforos Svingos,1.0
Christian Neuenstadt,Diego Calvanese,1.0
Dimitris Bilidas,Christian Neuenstadt,1.0
Christian Neuenstadt,Dmitriy Zheleznyakov,1.0
Ernesto Jiménez-Ruiz,Christian Neuenstadt,1.0
Evgeny Kharlamov,Christian Neuenstadt,1.0
Christian Neuenstadt,Guohui Xiao 0001,1.0
Christian Neuenstadt,Ian Horrocks,1.0
Konstantina Bereta,Christian Neuenstadt,1.0
Christian Neuenstadt,Martin Giese,1.0
Christian Neuenstadt,Ralf Möller 0001,1.0
Sebastian Brandt 0001,Christian Neuenstadt,1.0
Steffen Lamparter,Christian Neuenstadt,1.0
Theofilos P. Mailis,Christian Neuenstadt,1.0
Christian Neuenstadt,Yannis E. Ioannidis,1.0
Christian Neuenstadt,Yannis Kotidis,1.0
Christian Neuenstadt,Özgür L. Özçep,1.0
Dingming Wu 0001,Christian S. Jensen,1.0
Christian Sandvig,Christo Wilson,1.0
Gary Soeller,Christian Sandvig,1.0
Karrie Karahalios,Christian Sandvig,1.0
Ingemar J. Cox,Christina Lioma,1.0
Jakob Grue Simonsen,Christina Lioma,1.0
Kalervo Järvelin,Christina Lioma,1.0
Christina Lioma,Kåre Mølbak,1.0
Niels Dalum Hansen,Christina Lioma,1.0
Yevgeny Seldin,Christina Lioma,1.0
Vasilis Spyropoulos,Christina Vasilakopoulou,1.0
Christina Vasilakopoulou,Yannis Kotidis,1.0
Gary Soeller,Christo Wilson,1.0
Karrie Karahalios,Christo Wilson,1.0
Le Chen,Christo Wilson,1.0
Dhanya R. Krishnan,Christof Fetzer,1.0
Do Le Quoc,Christof Fetzer,1.0
Pramod Bhatotia,Christof Fetzer,1.0
Christof Fetzer,Rodrigo Rodrigues 0001,1.0
David Dauer,Christof Weinhardt,1.0
Kevin Laubis,Christof Weinhardt,1.0
Nico Rödder,Christof Weinhardt,1.0
Paul Karaenke,Christof Weinhardt,1.0
Christoforos Svingos,Diego Calvanese,1.0
Dimitris Bilidas,Christoforos Svingos,1.0
Christoforos Svingos,Dmitriy Zheleznyakov,1.0
Ernesto Jiménez-Ruiz,Christoforos Svingos,1.0
Evgeny Kharlamov,Christoforos Svingos,1.0
Christoforos Svingos,Guohui Xiao 0001,1.0
Christoforos Svingos,Herald Kllapi,1.0
Christoforos Svingos,Ian Horrocks,1.0
Konstantina Bereta,Christoforos Svingos,1.0
Christoforos Svingos,Lefteris Stamatogiannakis,1.0
Christoforos Svingos,Martin Giese,1.0
Christoforos Svingos,Ralf Möller 0001,1.0
Sebastian Brandt 0001,Christoforos Svingos,1.0
Steffen Lamparter,Christoforos Svingos,1.0
Christoforos Svingos,Theofilos Mailis,1.0
Theofilos P. Mailis,Christoforos Svingos,1.0
Christoforos Svingos,Yannis E. Ioannidis,2.0
Christoforos Svingos,Yannis Kotidis,2.0
Özgür L. Özçep,Christoforos Svingos,1.0
Emily Maemura,Christoph Becker 0001,1.0
Christoph Becker 0001,Ian Milligan,1.0
Frans Schalekamp,Christoph Studer,1.0
Hod Lipson,Christoph Studer,1.0
Igor Labutov,Christoph Studer,1.0
Kelvin Luu,Christoph Studer,1.0
Christophe G. Giraud-Carrier,Daniel Zappala,1.0
Elham Vaziripour,Christophe G. Giraud-Carrier,1.0
Christophe Van Gysel,Evangelos Kanoulas,1.0
Christophe Van Gysel,Maarten de Rijke,2.0
Christophe Van Gysel,Marcel Worring,1.0
Ellery Wulczyn,Christopher Berry,1.0
Joe Walsh,Christopher Berry,1.0
Madian Khabsa,Christopher Berry,1.0
Matthew Heston,Christopher Berry,1.0
Christopher Berry,Rayid Ghani,1.0
Vrushank Vora,Christopher Berry,1.0
Tatjana Scheffler,Christopher C. M. Kyba,1.0
Christopher Hillman,Karen E. Petrie,1.0
Christopher Hillman,Mark Whitehorn,1.0
Clay Fink,Christopher J. Cameron,1.0
John Kelly,Christopher J. Cameron,1.0
Christopher J. Cameron,Michael Macy,1.0
Vladimir Barash,Christopher J. Cameron,1.0
Christopher J. Riederer,Nitish Korula,1.0
Christopher J. Riederer,Silvio Lattanzi,1.0
Christopher J. Riederer,Yunsung Kim,1.0
Christopher Leckie,Jeffrey Chan,1.0
Christopher Leckie,Jinjun Chen,1.0
Christopher Leckie,Kotagiri Ramamohanarao,1.0
Christopher Leckie,Kwan Hui Lim 0001,1.0
Christopher Leckie,Tharshan Vaithianathan,1.0
Christopher Leckie,Wanchun Dou,1.0
Xiaoting Wang,Christopher Leckie,1.0
Xuyun Zhang,Christopher Leckie,1.0
Christopher Leckie,Zoran Salcic,1.0
James N. Hughes,Christopher N. Eichelberger,1.0
Thomas Kunicki,Christopher N. Eichelberger,1.0
Christos Doulkeridis,Kjetil Nørvåg,1.0
Mei Saouk,Christos Doulkeridis,1.0
Flavio Figueiredo,Christos Faloutsos,1.0
Christos Faloutsos,Hao Ye,1.0
Hyun Ah Song,Christos Faloutsos,1.0
Christos Faloutsos,Jiawei Han 0001,1.0
Christos Faloutsos,Jiwoon Ha,1.0
Jussara M. Almeida,Christos Faloutsos,1.0
Kijung Shin,Christos Faloutsos,1.0
Meng Jiang 0001,Christos Faloutsos,1.0
Min-Hee Jang,Christos Faloutsos,1.0
Neil Shah,Christos Faloutsos,1.0
Peng Cui 0001,Christos Faloutsos,2.0
Christos Faloutsos,Sang-Wook Kim,1.0
Christos Faloutsos,Shiqiang Yang,1.0
Tianyang Zhang,Christos Faloutsos,1.0
Christos Faloutsos,U Kang,1.0
Christos Faloutsos,Wenwu Zhu 0001,1.0
Yasuko Matsubara,Christos Faloutsos,1.0
Yasushi Sakurai,Christos Faloutsos,1.0
Christos Faloutsos,Yunfei Lu,1.0
Minglei Li 0001,Chu-Ren Huang,1.0
Qin Lu 0001,Chu-Ren Huang,1.0
Yue Xiao,Chu-Ren Huang,1.0
Yunfei Long,Chu-Ren Huang,1.0
Chuan Lei,Elke A. Rundensteiner,1.0
Chuan Lei,Mohamed Y. Eltabakh,1.0
Zhongfang Zhuang,Chuan Lei,1.0
Chuan Shi,Fuzhen Zhuang,1.0
Chuan Shi,Menghao Zhang,1.0
Chuan Shi,Naiwang Guo,1.0
Chuan Shi,Philip S. Yu,1.0
Chuan Zhou 0001,Hong Yang,1.0
Jia Wu 0001,Chuan Zhou 0001,1.0
Li Gao,Chuan Zhou 0001,1.0
Chuan Zhou 0001,Li Guo 0001,1.0
Yao Lu,Chuan Zhou 0001,1.0
Chuan Zhou 0001,Yue Hu 0002,2.0
Zhi Qiao,Chuan Zhou 0001,2.0
Liang-Chih Liu,Chuan-Ju Wang,1.0
Chuan-Ju Wang,Ming-Feng Tsai,1.0
Yu-Wen Liu,Chuan-Ju Wang,1.0
Chuanfei Xu,Yan Liu,2.0
Yongyi Xian,Chuanfei Xu,2.0
Chuanren Liu,Hui Xiong 0001,4.0
Jingyuan Yang,Chuanren Liu,1.0
Leilei Sun,Chuanren Liu,1.0
Chuanren Liu,March Liao,1.0
Chuanren Liu,Meng Qu,1.0
Chuanren Liu,Mingfei Teng,1.0
Chuanren Liu,Wenjun Zhou 0001,1.0
Yanchi Liu,Chuanren Liu,1.0
Chuanren Liu,Yanming Xie,1.0
Chuanren Liu,Zhenshan Hou,1.0
Jaegi Hong,Chumsu Kim,1.0
Seungwoo Jeon,Chumsu Kim,1.0
Martin Ester,Chun Chen 0001,1.0
Wei Lu,Chun Chen 0001,1.0
Xin Wang 0019,Chun Chen 0001,1.0
Tian Xia,Chun Guo 0001,1.0
Chun Guo 0001,Xiaozhong Liu,2.0
Yingying Yu,Chun Guo 0001,1.0
Chun Guo 0001,Yizhou Sun,1.0
Chun-Chieh Chen,Ming-Syan Chen,1.0
Chun-Ta Lu,Jianping Cao,1.0
Chun-Ta Lu,Jiaqi Ma 0001,1.0
Chun-Ta Lu,Jie Tang 0001,1.0
Jingyuan Zhang,Chun-Ta Lu,1.0
Lifang He 0001,Chun-Ta Lu,2.0
Chun-Ta Lu,Linlin Shen,1.0
Chun-Ta Lu,Mianwei Zhou,1.0
Chun-Ta Lu,Philip S. Yu,5.0
Sihong Xie,Chun-Ta Lu,2.0
Weixiang Shao,Chun-Ta Lu,2.0
Xiaokai Wei,Chun-Ta Lu,1.0
Chun-Ta Lu,Yi Chang 0001,1.0
Yuan Yuan,Chun-Ta Lu,1.0
Chunfeng Yang,Dah Ming Chiu,1.0
Chunfeng Yang,Yipeng Zhou,1.0
Han-Ching Ou,Chung-Kuang Chou,1.0
Chung-Kuang Chou,Ming-Syan Chen,1.0
Chunkai Wang,Qi Guo 0001,1.0
Chunkai Wang,Xiaofeng Meng 0001,1.0
Chunkai Wang,Zujian Weng,1.0
Chunkun Bo,Jeffrey J. Fox,1.0
Chunkun Bo,Ke Wang 0011,1.0
Chunkun Bo,Kevin Skadron,1.0
Chunqiu Zeng,Dingding Wang 0001,1.0
Chunqiu Zeng,Jia Xu 0003,1.0
Chunqiu Zeng,Larisa Shwartz,1.0
Chunqiu Zeng,Minjing Zhang,1.0
Chunqiu Zeng,Naphtali Rishe,1.0
Chunqiu Zeng,Qifeng Zhou,1.0
Chunqiu Zeng,Qing Wang 0016,3.0
Chunqiu Zeng,Shekoofeh Mokhtari,1.0
Chunqiu Zeng,Shu-Ching Chen,1.0
Chunqiu Zeng,Steven Luis,1.0
Tao Li 0001,Chunqiu Zeng,3.0
Chunqiu Zeng,Wentao Wang 0006,2.0
Wubai Zhou,Chunqiu Zeng,1.0
Chunqiu Zeng,Yue Huang,1.0
Minh Huynh,Chunxiao Zhou,1.0
Qingqi Yue,Chunxiao Zhou,1.0
Xuan Che,Chunxiao Zhou,1.0
Jian Zou,Chuqin Huang,1.0
Cinar Kilcioglu,Justin M. Rao,1.0
Cindy K. Chung,James W. Pennebaker,1.0
Yla R. Tausczik,Cindy K. Chung,1.0
Clare Llewellyn,Laura Cram,1.0
Clare R. Voss,Heng Ji,1.0
Jialu Liu,Clare R. Voss,1.0
Clare R. Voss,Jiawei Han 0001,2.0
Jingbo Shang,Clare R. Voss,1.0
Meng Qu,Clare R. Voss,1.0
Taylor Cassidy,Clare R. Voss,1.0
Wenqi He,Clare R. Voss,1.0
Xiang Ren 0001,Clare R. Voss,2.0
Fan Jiang,Claris Castillo,1.0
Karuna P. Joshi,Claudia Pearce,1.0
Sudip Mittal,Claudia Pearce,1.0
Claudia Pearce,Tim Finin,1.0
Martin Perdacher,Claudia Plant,1.0
Samuel Maurus,Claudia Plant,1.0
Sebastian Goebl,Claudia Plant,1.0
Wei Ye 0001,Claudia Plant,1.0
Claudio Agostino Ardagna,Ernesto Damiani,1.0
Claudio Agostino Ardagna,Paolo Ceravolo,1.0
Claudio Lucchese,Fabrizio Silvestri,1.0
Luca Maria Aiello,Claudio Lucchese,1.0
Mauro Coletto,Claudio Lucchese,1.0
Clay Fink,John Kelly,1.0
Clay Fink,Michael Macy,1.0
Clay Fink,Vladimir Barash,1.0
Clayton Gandy,John Skovertz,1.0
Xiang Zuo,Clayton Gandy,1.0
Denis Khryashchev,Cláudio T. Silva,1.0
Cláudio T. Silva,Huy T. Vo,1.0
Juliana Freire,Cláudio T. Silva,1.0
Kai Zhao,Cláudio T. Silva,1.0
Cody Buntain,Gary LaFree,1.0
Cody Buntain,Jennifer Golbeck,1.0
Farrukh Ahmed,Colin Bellinger,1.0
Michele Samorani,Colin Bellinger,1.0
Colin Bellinger,Osmar R. Zaïane,1.0
Jim Pivarski,Collin Bennett,1.0
Collin Bennett,Robert L. Grossman,1.0
Heqing Huang,Cong Zheng,1.0
Cong Zheng,Junyuan Zeng,1.0
Cong Zheng,Peng Liu 0005,1.0
Cong Zheng,Sencun Zhu,1.0
Cong Zheng,Suresh Chari,1.0
Cong Zheng,Wu Zhou,1.0
Dazhong Wu,Connor Jennings,1.0
Connor Jennings,Janis P. Terpenny,1.0
Connor Jennings,Soundar R. T. Kumara,1.0
Erik Aumayr,Conor Hayes,1.0
Fernando J. Marianno,Conrad M. Albrecht,1.0
Conrad M. Albrecht,Hendrik F. Hamann,1.0
Jason D. Renwick,Conrad M. Albrecht,1.0
Levente J. Klein,Conrad M. Albrecht,1.0
Marcus Freitag,Conrad M. Albrecht,1.0
Siyuan Lu,Conrad M. Albrecht,1.0
Xiaoyan Shao,Conrad M. Albrecht,1.0
Payam Siyari,Constantine Dovrolis,1.0
Corey Lynch,Josh Attenberg,1.0
Corey Lynch,Kamelia Aryafar,1.0
Daniel Kifer,Corina Graif,1.0
Hongjian Wang 0002,Corina Graif,1.0
Corina Graif,Zhenhui Li,1.0
Cory Johns,Kevin Monroe,1.0
Konstantinos Tsakalozos,Cory Johns,1.0
Cory Johns,Pete VanderGiessen,1.0
Cosimo Palazzo,Davide Salomoni,1.0
Cosimo Palazzo,Dean N. Williams,1.0
Cosimo Palazzo,Donatello Elia,1.0
Cosimo Palazzo,Germán Moltó,1.0
Cosimo Palazzo,Giacinto Donvito,1.0
Cosimo Palazzo,Giovanni Aloisio,1.0
Cosimo Palazzo,Ignacio Blanquer,1.0
Cosimo Palazzo,J. Boutte,1.0
Marcin Plóciennik,Cosimo Palazzo,1.0
Cosimo Palazzo,Marco Fargetta,1.0
Cosimo Palazzo,Michal Owsiak,1.0
Cosimo Palazzo,Miguel Caballer,1.0
Cosimo Palazzo,Mário David,1.0
Cosimo Palazzo,Riccardo Bruno,1.0
Cosimo Palazzo,Roberto Barbera,1.0
Sandro Fiore,Cosimo Palazzo,1.0
Cosimo Palazzo,Tomasz Zok,1.0
Cosimo Palazzo,V. Anantharaj,1.0
Cosimo Palazzo,Z. Shaheen,1.0
Katsunori Miura,Courtney Powell,1.0
Courtney Powell,Masaharu Munetomo,1.0
Tazro Ohta,Courtney Powell,1.0
Martina Balestra,Coye Cheshire,1.0
Coye Cheshire,Oded Nov,1.0
Ofer Arazy,Coye Cheshire,1.0
Craig MacDonald,Iadh Ounis,2.0
Jarana Manotumruksa,Craig MacDonald,1.0
Richard McCreadie,Craig MacDonald,1.0
Saul Vargas,Craig MacDonald,1.0
Craig S. Greenberg,Marion Le Bras,1.0
Craig S. Greenberg,Mark A. Przybocki,1.0
Peter C. Fontana,Craig S. Greenberg,1.0
Cristian Borcea,Yi Chen 0001,1.0
Krishna P. Gummadi,Cristian Danescu-Niculescu-Mizil,1.0
Cristian Danescu-Niculescu-Mizil,Lillian Lee,1.0
Muhammad Bilal Zafar,Cristian Danescu-Niculescu-Mizil,1.0
Vlad Niculae,Cristian Danescu-Niculescu-Mizil,1.0
Jennifer Helsby,Crystal Cody,1.0
Joe Walsh,Crystal Cody,1.0
Kenneth Joseph,Crystal Cody,1.0
Crystal Cody,Lauren Haynes,1.0
Crystal Cody,Rayid Ghani,1.0
Samuel Carton,Crystal Cody,1.0
Youngsoo Park,Crystal Cody,1.0
Kuifei Yu,Cuili Yao,1.0
Li Guo 0008,Cuili Yao,1.0
Cuili Yao,Qiang Zhang 0008,1.0
Cuili Yao,Ruiyun Yu,1.0
Yue Qu,Cuili Yao,1.0
Cuong M. Nguyen,Philip J. Rhodes,1.0
Lydia M. Letham,Cynthia Rudin,1.0
Dingxiong Deng,Cyrus Shahabi,1.0
Cyrus Shahabi,Linhong Zhu,1.0
Liyue Fan,Cyrus Shahabi,1.0
Mingxuan Yue,Cyrus Shahabi,1.0
Cyrus Shahabi,Rose Yu,1.0
Cyrus Shahabi,Ugur Demiryurek,1.0
Cyrus Shahabi,Yan Liu 0002,1.0
Jim C. Huang,Cédric Archambeau,1.0
Rodolphe Jenatton,Cédric Archambeau,1.0
Fabian Lorenzo,César A. F. De Rose,1.0
Kassiano J. Matteussi,César A. F. De Rose,1.0
Miguel G. Xavier,César A. F. De Rose,1.0
D. W. Longcope,D. A. Lamb,1.0
J. C. Windmueller,D. A. Lamb,1.0
J. P. Vargas-Acosta,D. A. Lamb,1.0
D. A. Lamb,J. W. Harvey,1.0
J. Zhang,D. A. Lamb,1.0
M. D. DeLuca,D. A. Lamb,1.0
D. A. Lamb,P. C. H. Martens,1.0
D. A. Lamb,S. Vargas-Dominguez,1.0
Z. A. Werginz,D. A. Lamb,1.0
J. C. Windmueller,D. W. Longcope,1.0
J. P. Vargas-Acosta,D. W. Longcope,1.0
D. W. Longcope,J. W. Harvey,1.0
J. Zhang,D. W. Longcope,1.0
