Author 1,Author 2,Weights
Huajie Shao,Tarek F. Abdelzaher,1.0
Huajie Shao,Tianshi Wang,1.0
Wenjun Jiang,Huajie Shao,1.0
Yiran Zhao,Huajie Shao,1.0
Jiaoyan Chen,Huajun Chen,1.0
Liang Wang,Huajun Chen,1.0
Wei Zhang 0127,Huajun Chen,1.0
Wen Zhang 0015,Huajun Chen,1.0
Junfeng Wu,Huakang Li,1.0
Zhiliang Chen,Huakang Li,1.0
Huamin Qu,Liu Ren,1.0
Panpan Xu,Huamin Qu,1.0
Yao Ming,Huamin Qu,1.0
Huaming Chen,Jun Shen 0001,1.0
Huaming Chen,Lei Wang 0001,1.0
Huaming Chen,Yaochu Jin,1.0
Huan He,Jette Henderson,1.0
Huan He,Jianfei Ruan,2.0
Huan He,Joyce C. Ho,1.0
Kuanzheng Yang,Huan He,1.0
Huan He,Qinghua Zheng,5.0
Rongzhe Wei,Huan He,3.0
Xulyu Zhu,Huan He,1.0
Yingchao Wu,Huan He,1.0
Yuda Gao,Huan He,1.0
Huan Li 0002,Liren Shan,1.0
Huan Li 0002,Richard Peng,1.0
Huan Li 0002,Yuhao Yi,1.0
Huan Li 0002,Zhongzhi Zhang,1.0
Huan Liu 0001,Irwin King,1.0
Huan Liu 0001,Jian Pei,1.0
Huan Liu 0001,Jie Tang 0001,1.0
Jundong Li,Huan Liu 0001,2.0
Kai Shu,Huan Liu 0001,3.0
Huan Liu 0001,Kuansan Wang,1.0
Huan Liu 0001,Le Song,1.0
Limeng Cui,Huan Liu 0001,2.0
Peng Cui 0001,Huan Liu 0001,1.0
Pradyumna Prakhar Sinha,Huan Liu 0001,1.0
Rajiv Ratn Shah,Huan Liu 0001,1.0
Ramit Sawhney,Huan Liu 0001,1.0
Reza Zafarani,Huan Liu 0001,1.0
Rohan Mishra,Huan Liu 0001,1.0
Ruocheng Guo,Huan Liu 0001,1.0
Suhang Wang,Huan Liu 0001,3.0
Huan Liu 0001,Wenwu Zhu 0001,1.0
Xiao Huang 0001,Huan Liu 0001,1.0
Xinyi Zhou,Huan Liu 0001,1.0
Yuxiao Dong,Huan Liu 0001,1.0
Huan Song,Jayaraman J. Thiagarajan,1.0
Jayavardhan Reddy Peddamail,Huan Sun,1.0
Jiaxin Ren,Huan Sun,1.0
Jie Zhao,Huan Sun,1.0
Huan Sun,Shangsong Liang,1.0
Simon M. Lin,Huan Sun,1.0
Soheil Moosavinasab,Huan Sun,1.0
Teng Xiao,Huan Sun,1.0
Xiang Yue,Huan Sun,1.0
Yungui Huang,Huan Sun,1.0
Zaiqiao Meng,Huan Sun,1.0
Zhen Wang,Huan Sun,1.0
Ziyu Guan,Huan Sun,1.0
Ziyu Yao,Huan Sun,1.0
Junhao Hua,Huan Xu,1.0
Kui Zhao,Huan Xu,1.0
Ling Yan,Huan Xu,1.0
Qi Zhang,Huan Xu,1.0
Huan Yang,Tianyuan Liu,1.0
Huan Yang,Yuqing Sun,1.0
Jiaming Xu,Huan Zhao,1.0
Mengmeng Wu,Huan Zhao,1.0
Huan Zhao,Pipei Huang,2.0
Huan Zhao,Qiang Yang 0001,1.0
Huan Zhao,Qiwei Chen,1.0
Huan Zhao,Vincent W. Zheng,1.0
Huan Zhao,Wei Li,1.0
Wen Chen,Huan Zhao,1.0
Wenyi Xiao,Huan Zhao,1.0
Xin Guo,Huan Zhao,1.0
Huan Zhao,Yangqiu Song,2.0
Huan Zhao,Yingqi Zhou,1.0
Yuchi Xu,Huan Zhao,1.0
Zhiyuan Liu,Huan Zhao,1.0
Jie Feng 0002,Huandong Wang,1.0
Mingyang Zhang 0004,Huandong Wang,1.0
Huandong Wang,Yong Li 0008,1.0
Huandong Wang,Zeyu Yang,1.0
Ke Huang,Huang Zheng,1.0
Xuanlong Weng,Huang Zheng,1.0
Yin Luo,Huang Zheng,1.0
Jie Cao 0001,Huanhuan Chen,1.0
Yaqiang Yao,Huanhuan Chen,1.0
Huanrui Luo,Ning Yang 0001,1.0
Huanrui Luo,Philip S. Yu,1.0
Huasong Shan,Min Li,1.0
Huasong Shan,Wei Ding,1.0
Huasong Shan,Xiao Xiao,1.0
Huasong Shan,Xiaofeng He,1.0
Huasong Shan,Yuan Chen,1.0
Huasong Shan,Yunpeng Zhang,1.0
Huawei Shen,Jian Tang,1.0
Huawei Shen,Jinhua Gao,1.0
Huawei Shen,Peng Bao,1.0
Shanshan Lyu,Huawei Shen,1.0
Wentao Ouyang,Huawei Shen,1.0
Huawei Shen,Xueqi Cheng,2.0
Yongqing Wang,Huawei Shen,2.0
Huaxiu Yao,Xianfeng Tang,2.0
Huaxiu Yao,Xiaoyu Wang,1.0
Huaxiu Yao,Yandong Li,1.0
Yanwei Yu,Huaxiu Yao,1.0
Huaxiu Yao,Yiding Liu,1.0
Huaxiu Yao,Ying Wei 0001,1.0
Huaxiu Yao,Zhenhui Li,1.0
Qingyun Wu,Huazheng Wang,2.0
Huazheng Wang,Wei Chen,1.0
Huazheng Wang,Yanen Li,1.0
Zhige Li,Huazheng Wang,1.0
Huber Flores,Jukka Manner,1.0
Huber Flores,Pan Hui 0001,1.0
Huber Flores,Petteri Nurmi,1.0
Huber Flores,Sasu Tarkoma,1.0
Hubert Naacke,Li Ke,1.0
Hubert Naacke,Olivier Curé,1.0
Hugo Krawczyk,Kapil Singh,1.0
Hugo Krawczyk,Suresh Chari,1.0
Hugo Sousa,Johnnatan Messias,1.0
Hugo Sousa,Jussara M. Almeida,1.0
Hugo Sousa,Marisa Vasconcelos,1.0
Philipe F. Melo,Hugo Sousa,1.0
Hui Jin,Xie He,1.0
Hui Jin,Yanghui Wang,1.0
Yunjie Wang,Hui Li 0057,1.0
Pengcheng Xie,Hui Li,1.0
Hui Li,Zequan Chen,1.0
Hui Liu,Xiaojun Wan 0001,1.0
Jiajie Xu 0001,Hui Xiong 0001,1.0
Jianguo Duan,Hui Xiong 0001,1.0
Jiejie Zhao,Hui Xiong 0001,1.0
Jin Xu,Hui Xiong 0001,1.0
Jingbo Zhou,Hui Xiong 0001,1.0
Jingshuai Zhang,Hui Xiong 0001,1.0
Junchen Ye,Hui Xiong 0001,1.0
Junming Liu,Hui Xiong 0001,1.0
Keli Xiao,Hui Xiong 0001,1.0
Le Zhang,Hui Xiong 0001,2.0
Leilei Sun,Hui Xiong 0001,2.0
Lichen Wang,Hui Xiong 0001,1.0
Panpan Zhang,Hui Xiong 0001,1.0
Pengpeng Zhao,Hui Xiong 0001,1.0
Pengyang Wang,Hui Xiong 0001,2.0
Qing He 0003,Hui Xiong 0001,1.0
Qingxin Meng,Hui Xiong 0001,1.0
Renjun Hu,Hui Xiong 0001,1.0
Shan Gou,Hui Xiong 0001,1.0
Tong Xu,Hui Xiong 0001,2.0
Victor S. Sheng,Hui Xiong 0001,1.0
Weifeng Lv,Hui Xiong 0001,1.0
Xiaofang Zhou 0001,Hui Xiong 0001,1.0
Hui Xiong 0001,Xiaolin Li,1.0
Xin Song,Hui Xiong 0001,1.0
Xinjiang Lu,Hui Xiong 0001,1.0
Xinran Tong,Hui Xiong 0001,1.0
Yanchi Liu,Hui Xiong 0001,2.0
Yang Yang 0074,Hui Xiong 0001,1.0
Yanjie Fu,Hui Xiong 0001,2.0
Ying Li,Hui Xiong 0001,1.0
Ying Sun,Hui Xiong 0001,1.0
Yongxin Tong,Hui Xiong 0001,1.0
Hui Xiong 0001,Yuan Jiang 0001,1.0
Zhiming Cui,Hui Xiong 0001,1.0
Yijun Wang,Hui Xiong,1.0
Juan Lin,Hui Zhang 0006,1.0
Ranjini Subramanian,Hui Zhang 0006,1.0
Jie Feng 0002,Huichu Zhang,1.0
Huichu Zhang,Kai Xu,2.0
Nan Xu,Huichu Zhang,1.0
Huichu Zhang,Siyuan Feng,1.0
Huichu Zhang,Weinan Zhang 0001,2.0
Xinshi Zang,Huichu Zhang,2.0
Huichu Zhang,Yanmin Zhu,1.0
Huichu Zhang,Yaoyao Ding,1.0
Huichu Zhang,Yichen Zhu,1.0
Huichu Zhang,Yong Li 0008,1.0
Huichu Zhang,Yong Yu 0001,1.0
Yuanhao Xiong,Huichu Zhang,1.0
Huichu Zhang,Zhenhui Li,3.0
Huichu Zhang,Zihan Zhou 0002,1.0
Jinkai Yu,Huifeng Guo,1.0
Ruiming Tang,Huifeng Guo,1.0
Yingzhi Chen,Huifeng Guo,1.0
Huifeng Guo,Yuzhou Zhang,1.0
Jiaxin Gu,Huihui Qin,1.0
Qiang Fu,Huihui Qin,1.0
Huihui Qin,Xin Guo 0003,1.0
Yufan Zhuang,Huihui Qin,1.0
Yushu Zhu,Huihui Qin,1.0
Huiji Gao,Jun Shi,1.0
Huiji Gao,Liang Zhang 0021,1.0
Weiwei Guo,Huiji Gao,1.0
Jinfeng Li,Huining Liu,1.0
Huining Liu,John Morales,1.0
Huining Liu,Natalie Nuno,1.0
Sara Evensen,Huining Liu,1.0
Vivian Li,Huining Liu,1.0
Huining Liu,Wang-Chiew Tan,1.0
Huining Liu,Xiaolan Wang 0001,1.0
Yuliang Li 0001,Huining Liu,1.0
Huiqi Deng,Jessica Yuet-Ling Ching,1.0
Mang Ye,Huiqi Deng,1.0
Huiqi Deng,Pong C. Yuen,1.0
Qingxiong Tan,Huiqi Deng,1.0
Huiqi Deng,Terry Cheuk-Fung Yip,1.0
Huiqi Deng,Vincent Wai-Sun Wong,1.0
Huiqi Deng,Yee-Kit Tse,1.0
Huiru Xiao,Xin Liu 0039,1.0
Huiru Xiao,Yangqiu Song,1.0
Huiyuan Chen,Jing Li 0002,5.0
Malay Haldar,Huizhong Duan,1.0
Mustafa Abdool,Huizhong Duan,1.0
Huizhong Duan,Nick Barrow-Williams,1.0
Prashant Ramanathan,Huizhong Duan,1.0
Huizhong Duan,Qing Zhang,1.0
Shulin Yang,Huizhong Duan,1.0
Tao Xu,Huizhong Duan,1.0
Huizhong Duan,Thomas Legrand,1.0
Hung Le,Palakorn Achananuparp,1.0
Shu Ke,Hung Le,1.0
Hung Le,Steven C. H. Hoi,1.0
Wang Hao,Hung Le,1.0
Xiongwei Wu,Hung Le,1.0
Tiffany Hyun-Jin Kim,Hung-Fang Chen,1.0
Hung-Fang Chen,Wei Jeng,1.0
Hung-Fang Chen,Yu-Jen Chen,1.0
Yu-Ming Ku,Hung-Fang Chen,1.0
Hunter Larco,Raimondas Kiveris,1.0
Karim O. Elish,Hussain M. J. Almohri,1.0
Lina G. Hashem,Hussain M. J. Almohri,1.0
William Blanc,Hussain M. J. Almohri,1.0
Héctor Allende-Cid,Huy T. Vo,1.0
Huyen N. Nguyen,Rattikorn Hewett,1.0
Huyen N. Nguyen,Tommy Dang,1.0
Huyen T. Le,Raven Maragh,1.0
Huyen T. Le,Timothy Havens,1.0
Huyen T. Le,Zubair Shafiq,1.0
Huyunting Huang,Tonglin Zhang,1.0
Xiang Liu,Huyunting Huang,1.0
Huyunting Huang,Ziyang Tang,1.0
Liang Zhao 0002,Huzefa Rangwala,1.0
Mohammad Raihanul Islam,Huzefa Rangwala,1.0
Huzefa Rangwala,Naren Ramakrishnan,1.0
Sneha Mehta,Huzefa Rangwala,1.0
Songgaojun Deng,Huzefa Rangwala,1.0
Yue Ning,Huzefa Rangwala,2.0
Yujing Chen,Huzefa Rangwala,1.0
Jiawei Han 0001,Hwanjo Yu,1.0
Junyoung Hwang,Hwanjo Yu,1.0
Qi Zhu 0008,Hwanjo Yu,1.0
SeongKu Kang,Hwanjo Yu,1.0
Seonghyeon Lee,Hwanjo Yu,1.0
Hwee-Pink Tan,Hwee-Xian Tan,1.0
Hwee-Pink Tan,Iris Rawtaer,1.0
Iris Rawtaer,Hwee-Xian Tan,1.0
Hyojung Paik,Ruibin Xi,1.0
Parameswaran Raman,Hyokun Yun,1.0
Hyokun Yun,S. V. N. Vishwanathan,1.0
Shin Matsushima,Hyokun Yun,1.0
Sriram Srinivasan 0004,Hyokun Yun,1.0
Xinhua Zhang,Hyokun Yun,1.0
Jeong-Han Yun,HyoungChun Kim,1.0
Jonguk Kim,HyoungChun Kim,1.0
Won-Seok Hwang,HyoungChun Kim,1.0
Jie Shen,Hyun Joon Jung,1.0
Lampros Kourtis,Hyun Joon Jung,1.0
Luca Foschini,Hyun Joon Jung,1.0
Marc Sunga,Hyun Joon Jung,1.0
Melissa Pugh,Hyun Joon Jung,1.0
Nikki Marinsek,Hyun Joon Jung,1.0
Richard Chen,Hyun Joon Jung,1.0
Roy Yaari,Hyun Joon Jung,1.0
Vera Maljkovic,Hyun Joon Jung,1.0
Shuan Chen,Hyun Uk Kim,1.0
Hyunseop Park,Hyunbo Cho,1.0
Hyunwoong Ko,Hyunbo Cho,1.0
Hyunbo Cho,Paul Witherell,1.0
Yung-Tsun Tina Lee,Hyunbo Cho,1.0
Hyungsul Kim,Jiawei Han 0001,1.0
Hyungsul Kim,Xiang Ren 0001,1.0
Kookjin Lee,Hyunjoong Kang,1.0
Nasheen Nur,Hyunjoong Kang,1.0
Noseong Park,Hyunjoong Kang,1.0
Hyunjoong Kang,Soonhyeon Kwon,1.0
Jongwuk Lee,Hyunjung Shim,1.0
Seunghyeon Kim,Hyunjung Shim,1.0
Hyunseop Park,Hyunwoong Ko,1.0
Hyunseop Park,Paul Witherell,1.0
Hyunseop Park,Yung-Tsun Tina Lee,1.0
Hyunsik Jeon,U Kang,1.0
Jinbae Im,Hyunsouk Cho,1.0
Hyunsouk Cho,Sehee Chung,1.0
Seongwon Jang,Hyunsouk Cho,1.0
Hyunwoong Ko,Paul Witherell,1.0
Hyunwoong Ko,Yung-Tsun Tina Lee,1.0
Tor-Arne S. Nordmo,Håvard D. Johansen,1.0
Manish Marwah,I-Ta Lee,1.0
I-Ta Lee,Martin F. Arlitt,1.0
Xiao Zhang 0017,I-Ta Lee,1.0
Samuel F. Way,Ian Anderson 0003,1.0
Santiago Gil,Ian Anderson 0003,1.0
Karan Bhanot,Ian Bogle,1.0
Lilian Ngweta,Ian Bogle,1.0
Ian Bogle,Thilanka Munasinghe,1.0
Ian En-Hsu Yen,Kun Xu,2.0
Ian En-Hsu Yen,Liang Ma 0002,1.0
Ian En-Hsu Yen,Liang Zhao 0002,2.0
Lingfei Wu,Ian En-Hsu Yen,2.0
Ian En-Hsu Yen,Shouling Ji,1.0
Ian En-Hsu Yen,Siyu Huo,1.0
Ian En-Hsu Yen,Xi Peng 0005,1.0
Ian En-Hsu Yen,Yinglong Xia,1.0
Ian En-Hsu Yen,Zhen Zhang 0007,1.0
Jacopo Urbani,Ian Horrocks,1.0
Pan Hu,Ian Horrocks,1.0
Johann Hibschman,Ian Langmore,1.0
Oksana Yakhnenko,Ian Langmore,1.0
Pablo Barrio 0002,Ian Langmore,1.0
Ian Stewart,Ingmar Weber,1.0
Ian Stewart,René D. Flores,1.0
Ian Stewart,Timothy Riffe,1.0
Krists Kreics,Ian T. Foster,1.0
Kyle Chard,Ian T. Foster,1.0
Logan T. Ward,Ian T. Foster,1.0
Matt Baughman,Ian T. Foster,1.0
Nifesh Chakubaji,Ian T. Foster,1.0
Ian T. Foster,Wei-keng Liao,1.0
Zijiang Yang,Ian T. Foster,1.0
John Brennan,Ibad Kureshi,1.0
Pedro Cárdenas,Ibad Kureshi,1.0
Philip T. G. Jackson,Ibad Kureshi,1.0
Stephen Bonner,Ibad Kureshi,1.0
John Paden,Ibikunle Oluwanisola,1.0
Ibikunle Oluwanisola,Lora Koenig,1.0
Ibikunle Oluwanisola,Lynn Montgomery,1.0
Maryam Rahnemoonfar,Ibikunle Oluwanisola,1.0
Masoud Yari,Ibikunle Oluwanisola,1.0
Ibrahim Almubark,Lin-Ching Chang,1.0
Ibrahim Almubark,Raymond Scott Turner,1.0
Ibrahim Almubark,Thanh Nguyen 0006,1.0
Ibrahim Almubark,Xiong Jiang,1.0
Ibrahim Kök,Suat Özdemir,1.0
Ibrahim Kök,Uraz Yavanoglu,1.0
Jiong Qiu,Ibrahim Toure,1.0
Ibrahim Toure,Mingli Zhang,1.0
Ibrahim Toure,Sheng Yu,1.0
Wenbin Zhang,Ibrahim Toure,1.0
Ibrahim Toure,Xuebing Wang,1.0
Xuejiao Tang,Ibrahim Toure,1.0
Ibrahim Toure,Xueping Xie,1.0
Icaro Alzuru,José A. B. Fortes,1.0
Icaro Alzuru,Maurício O. Tsugawa,1.0
Ichigaku Takigawa,Masahito Kurihara,1.0
Ichigaku Takigawa,Satoshi Oyama,1.0
Shoma Kikuchi,Ichigaku Takigawa,1.0
Ichiro Takeuchi,Masayuki Karasuyama,1.0
Tomoki Yoshida,Ichiro Takeuchi,1.0
Michael Doron,Idan Segev,1.0
Idir Benouaret,Jalil Chagraoui,1.0
Idir Benouaret,Sihem Amer-Yahia,1.0
Ido Guy,Kira Radinsky,2.0
Ido Guy,Slava Novgorodov,2.0
Ignacio Castro,Steve Uhlig,1.0
Igor Kotsiuba,Inna Skarga-Bandurova,2.0
Igor Kotsiuba,Mykhailo Chaikin,1.0
Igor Kotsiuba,Oksana Bulda,1.0
Jean-Marc Petit,Ihab F. Ilyas,1.0
Marie Le Guilly,Ihab F. Ilyas,1.0
Vasile-Marian Scuturici,Ihab F. Ilyas,1.0
Ilias Kanellos,Panagiotis Deligiannis,1.0
Serafeim Chatzopoulos,Ilias Kanellos,1.0
Thanasis Vergoulis,Ilias Kanellos,1.0
Ilias Kanellos,Theodore Dalamagas,1.0
Jessica Block,Ilkay Altintas,1.0
Jiaxin Li,Ilkay Altintas,1.0
Mai H. Nguyen,Ilkay Altintas,1.0
Ilya Markov,Maarten de Rijke,1.0
Ilya Safro,Paul W. Wilson,1.0
Indrakshi Ray,Michael G. Kahn,1.0
Sudipto Ghosh,Indrakshi Ray,1.0
Vasileios Lampos,Ingemar J. Cox,2.0
Vincent Primault,Ingemar J. Cox,1.0
René D. Flores,Ingmar Weber,1.0
Timothy Riffe,Ingmar Weber,1.0
Kiri L. Wagstaff,Ingrid Daubar,1.0
Marissa Cameron,Ingrid Daubar,1.0
Saadat Anwar,Ingrid Daubar,1.0
Srija Chakraborty,Ingrid Daubar,1.0
Inna Skarga-Bandurova,Mykhailo Chaikin,1.0
Inna Skarga-Bandurova,Oksana Bulda,1.0
Ludivine Duroyon,Ioana Manolescu,1.0
Tien Duc Cao,Ioana Manolescu,1.0
Ioana Manolescu,Xavier Tannier,1.0
Ioannis Konstantinou,Nectarios Koziris,4.0
Nikodimos Provatas,Ioannis Konstantinou,3.0
Irena Holubová,Ladislav Peska,1.0
Irena Holubová,Martin Svoboda,1.0
Tomás Skopal,Irena Holubová,1.0
Irina Rudenko,Ivan Bushmarinov,1.0
Irina Rudenko,Ruslan Grokhovetskiy,1.0
Irina Rudenko,Sergey Ovcharenko,1.0
Vadim Lebedev,Irina Rudenko,1.0
Vladimir Ivashkin,Irina Rudenko,1.0
Irwin King,Kuansan Wang,1.0
Krishnkant Swarnkar,Iryna Gurevych,1.0
Isaac Cho,Junsong Yuan,1.0
Mohammed Elshambakey,Isaac Cho,1.0
Isaac Cho,S. George Djorgovski,1.0
Sreyasee Das Bhattacharjee,Isaac Cho,1.0
William J. Tolone,Isaac Cho,1.0
Nicholas Vincent,Isaac L. Johnson,1.0
Isaac L. Johnson,Patrick Sheehan,1.0
Ishita K. Khan,Prathyusha Senthil Kumar,1.0
Orhun Bugra Baran,Ismail Hakki Toroslu,1.0
Pinar Karagoz,Ismail Hakki Toroslu,1.0
Saim Sunel,Ismail Hakki Toroslu,1.0
Ismailcem Budak Arpinar,John A. Miller,1.0
Mohammadhossein Toutiaee,Ismailcem Budak Arpinar,1.0
Nicholas Klepp,Ismailcem Budak Arpinar,1.0
Ismini Lourentzou,Kabir Manghnani,1.0
Nitika Gupta,Issa Traoré,1.0
Issa Traoré,Paulo Magella Faria de Quinan,1.0
Wemer M. Wee,Itaru Nishioka,1.0
Yasuhisa Suzuki,Itaru Nishioka,1.0
Itay Lieder,Meirav Segal,1.0
Itay Lieder,Tom Hope,1.0
Karl Presser,Iulia Iatco,1.0
Marga Ocke,Iulia Iatco,1.0
Nives Ogrinc,Iulia Iatco,1.0
Ruslan Grokhovetskiy,Ivan Bushmarinov,1.0
Sergey Ovcharenko,Ivan Bushmarinov,1.0
Vadim Lebedev,Ivan Bushmarinov,1.0
Vladimir Ivashkin,Ivan Bushmarinov,1.0
Ivan Kuznetsov,Iveel Tsogsuren,1.0
James Cook,Ivan Kuznetsov,1.0
Neha Arora,Ivan Kuznetsov,1.0
Ravi Kumar 0001,Ivan Kuznetsov,1.0
Ivan Kuznetsov,Yechen Li,1.0
Ivan Kuznetsov,Yi Wang,1.0
Ivan Matantsev,Jignesh Parmar,1.0
Ivan Matantsev,Justin Ormont,1.0
Ivan Matantsev,Markus Weimer,1.0
Matteo Interlandi,Ivan Matantsev,1.0
Mikhail Bilenko,Ivan Matantsev,1.0
Ivan Matantsev,Mohammad Zeeshan Siddiqui,1.0
Monte Hoover,Ivan Matantsev,1.0
Najeeb Kazmi,Ivan Matantsev,1.0
Pete Luferenko,Ivan Matantsev,1.0
Ivan Matantsev,Prabhat Roy,1.0
Rogan Carr,Ivan Matantsev,1.0
Saeed Amizadeh,Ivan Matantsev,1.0
Scott Inglis,Ivan Matantsev,1.0
Senja Filipi,Ivan Matantsev,1.0
Ivan Matantsev,Sergiy Matusevych,1.0
Ivan Matantsev,Shahab Moradi,1.0
Ivan Matantsev,Shauheen Zahirazami,1.0
Tom Finley,Ivan Matantsev,1.0
Vadim Eksarevskiy,Ivan Matantsev,1.0
Wei-Sheng Chin,Ivan Matantsev,1.0
Xavier Dupré,Ivan Matantsev,1.0
Yael Dekel,Ivan Matantsev,1.0
Ivan Matantsev,Yiwen Zhu,1.0
Zeeshan Ahmed,Ivan Matantsev,1.0
Ivan Melendez,Oliver Bringmann 0001,1.0
Ivan Melendez,Rolando Dölling,1.0
Jeffrey S. Saltz,Ivan Shamshurin,1.0
James Cook,Iveel Tsogsuren,1.0
Neha Arora,Iveel Tsogsuren,1.0
Ravi Kumar 0001,Iveel Tsogsuren,1.0
Yechen Li,Iveel Tsogsuren,1.0
Iveel Tsogsuren,Yi Wang,1.0
Ivens Portugal,Paulo S. C. Alencar,1.0
Lan Du,Ivor W. Tsang,1.0
Man Wu,Ivor W. Tsang,1.0
Shirui Pan,Ivor W. Tsang,1.0
Ivor W. Tsang,Xingquan Zhu,1.0
Izumo Hidetaka,Yiou Wang,1.0
Izzat Alsmadi,Muhammad Al-Abdullah,1.0
J. D. Preece,J. M. Easton,1.0
J. Dinal Herath,Ping Yang 0002,1.0
J. Dinal Herath,Shiyong Lu,1.0
Michael Chen,J. Michael Barton,1.0
J. Michael Barton,Simon Su,1.0
Vincent Perry,J. Michael Barton,1.0
Wendy Gao,J. Michael Barton,1.0
J. Parker Mitchell,Kaushik Roy 0001,1.0
Maryam Parsa,J. Parker Mitchell,1.0
J. Parker Mitchell,Robert M. Patton,1.0
J. Parker Mitchell,Thomas E. Potok,1.0
Joel H. Saltz,J. Travis Johnston,1.0
Junghoon Chae,J. Travis Johnston,2.0
J. Travis Johnston,Le Hou,1.0
Maryam Parsa,J. Travis Johnston,1.0
Pravallika Devineni,J. Travis Johnston,1.0
J. Travis Johnston,Robert M. Patton,3.0
J. Travis Johnston,Seung-Hwan Lim,1.0
Shahira Abousamra,J. Travis Johnston,1.0
Steven R. Young,J. Travis Johnston,3.0
J. Travis Johnston,Thomas E. Potok,3.0
J. Weston Hughes,Keng-hao Chang,1.0
J. Weston Hughes,Ruofei Zhang,1.0
Rajesh Sharma,Jaan Übi,1.0
Jabir Alshehabi Al-Ani,Maria Fasli,1.0
Justin Lu,Jackie Tsay,1.0
Mia Xu Chen,Jackie Tsay,1.0
Shuyuan Zhang,Jackie Tsay,1.0
Jackie Tsay,Timothy Sohn,1.0
Jackie Tsay,Yinan Wang,1.0
Jackie Tsay,Yonghui Wu,1.0
Yuan Cao 0007,Jackie Tsay,1.0
Jackie Tsay,Zhifeng Chen,1.0
Jackson A. Killian,Milind Tambe,1.0
Jackson A. Killian,Vinod Choudhary,1.0
Matthew Dwyer,Jacob Cohen,1.0
Jacob Cohen,Michael Frauenhoffer,1.0
Nicole Kaff,Jacob Cohen,1.0
Shuwen Liang,Jacob Hochstetler,1.0
Sihai Tang,Jacob Hochstetler,1.0
Jacob Hochstetler,Song Fu,1.0
Jacob Hochstetler,Weisong Shi,1.0
Zhi Qiao,Jacob Hochstetler,1.0
Joshua Blumenstock,Jacob Shapiro,1.0
Ramya Korlakai Vinayak,Jacob Shapiro,1.0
Sham M. Kakade,Jacob Shapiro,1.0
Shanni Lam,Jacob van der Leeuw,1.0
Jacob van der Leeuw,Wayne Ying,1.0
Jacob van der Leeuw,Zachary Dodds,1.0
Mohamed H. Gad-Elrab,Jacopo Urbani,1.0
Pan Hu,Jacopo Urbani,1.0
Junwoo Park,Jaegul Choo,1.0
Kyeongpil Kang,Jaegul Choo,1.0
Wooyoung Kim,Jaegul Choo,1.0
Jin-Soo Kang,Jaeho Choi,1.0
Sang-Wook Kim,Jaeho Choi,1.0
Jaewon Yang,Joey Bai,1.0
Jaewon Yang,Lin Zhu,1.0
Jaewon Yang,Mikhail Obukhov,1.0
Jaewon Yang,Qi He,2.0
Jaewon Yang,Shiqi Wu,1.0
Jaewon Yang,Tim Weninger,1.0
Xiao Yan,Jaewon Yang,1.0
Jagdish Ramakrishnan,Mátyás A. Sustik,1.0
Kyriakos Kyriakou,Jahna Otterbacher,2.0
Pinar Barlas,Jahna Otterbacher,2.0
Styliani Kleanthous,Jahna Otterbacher,2.0
Jai Gupta,Michael Bendersky,1.0
Jai Gupta,Zhen Qin 0002,1.0
Louis Kazaglis,Jaideep Srivastava,1.0
Matheus Araújo,Jaideep Srivastava,1.0
Jaimin Dave,Michael Leuchtenburg,1.0
Nga Tran,Jaimin Dave,1.0
Thao Pham,Jaimin Dave,1.0
Yuanzhe Bei,Jaimin Dave,1.0
Jaipal Singh Goud,Manish Gupta 0001,1.0
Jaipal Singh Goud,Vasudeva Varma,1.0
Munif Ishad Mujib,Jake Ryland Williams,1.0
Jalal Majed Khalil,Virginia P. Sisiopiku,2.0
Sihem Amer-Yahia,Jalil Chagraoui,1.0
James Stewart,James A. D. Cameron,1.0
Jessica Bushey,James A. D. Cameron,1.0
James A. D. Cameron,Ken Thibodeau,1.0
Victoria L. Lemieux,James A. D. Cameron,1.0
Raymond L. Chastain,James Alex Hurt,1.0
James B. Wendt,Marc Najork,1.0
Nguyen Vo,James B. Wendt,1.0
James B. Wendt,Qi Zhao,1.0
James B. Wendt,Sandeep Tata,1.0
Ying Sheng 0002,James B. Wendt,1.0
James Bailey 0001,Kotagiri Ramamohanarao,1.0
James Bailey 0001,Michael E. Houle,1.0
Yunzhe Jia,James Bailey 0001,1.0
Jianling Wang,James Caverlee,2.0
Majid Alfifi,James Caverlee,3.0
Parisa Kaghazgaran,James Caverlee,3.0
Wei Niu,James Caverlee,1.0
Yin Zhang,James Caverlee,1.0
Yun He 0001,James Caverlee,1.0
Ziwei Zhu,James Caverlee,1.0
Kelvin Kai Wing Ng,James Cheng,1.0
James Cheng,Ming-Chang Yang,1.0
Shiyuan Deng,James Cheng,1.0
Xiao Yan 0002,James Cheng,1.0
Yifan Hou,James Cheng,1.0
Neha Arora,James Cook,1.0
James Cook,Ravi Kumar 0001,1.0
James Cook,Yechen Li,1.0
James Cook,Yi Wang,1.0
James G. Shanahan,Liang Dai,1.0
Vito D'Orazio,James Honaker,1.0
James Honaker,Michael Shoemate,1.0
James Honaker,Raman Prasady,1.0
James Santos,Jiale Xu,1.0
James Santos,Kanishka Jain,1.0
James Santos,Margaret Rose Hunt,1.0
James Santos,Mary McKinley,1.0
James Santos,Mayhah Suri,1.0
James Santos,Mirielle Vasselli,1.0
Richard Marciano,James Santos,1.0
