Author 1,Author 2,Weights
Abon Chaudhuri,Shreyansh Gandhi,1.0
Abon Chaudhuri,Venkatesh Kandaswamy,1.0
Abraham Bernstein,Dmitry Moor,1.0
Abraham Bernstein,Sven Seuken,1.0
Tobias Grubenmann,Abraham Bernstein,1.0
Abram N. Magner,Ananth Y. Grama,1.0
Abram N. Magner,Jithin K. Sreedharan,1.0
Abram N. Magner,Wojciech Szpankowski,1.0
Md Faisal Kabir,Abu Saleh Abdullah,1.0
Simone A. Ludwig,Abu Saleh Abdullah,1.0
Bjoern Lindequist,Achim Streit,1.0
Frank Tristram,Achim Streit,1.0
Hermann Heßling,Achim Streit,1.0
Jörg Meyer 0001,Achim Streit,1.0
Marco Strutz,Achim Streit,1.0
Peter Braesicke,Achim Streit,1.0
Tobias Kerzenmacher,Achim Streit,1.0
Ugur Çayoglu,Achim Streit,1.0
Adam Maciaszek,Adam Biniakowski,1.0
Adam Biniakowski,Dawid Niemiec,1.0
Adam Biniakowski,Jakub Ptaszynski,1.0
Adam Biniakowski,Jan Orwat,1.0
Adam Biniakowski,Krzysztof Joachimiak,1.0
Adam Biniakowski,Krzysztof Szarzynski,1.0
Adam Biniakowski,Mateusz Piecuch,1.0
Adam Biniakowski,Riccardo Belluzzo,1.0
Adam Biniakowski,Szymon Drgas,1.0
Tomasz Grzywalski,Adam Biniakowski,1.0
Adam D. Cobb,Andrew Markham,1.0
Adam D. Cobb,Richard Everett 0001,1.0
Adam D. Cobb,Stephen J. Roberts,1.0
Adam G. M. Pazdor,Alfredo Cuzzocrea,1.0
Adam G. M. Pazdor,Bryan H. Wodi,1.0
Calvin S. H. Hoi,Adam G. M. Pazdor,1.0
Carson K. Leung,Adam G. M. Pazdor,1.0
Adam James Hall,Naghmeh Moradpoor,1.0
Adam James Hall,Nikolaos Pitropakis,1.0
Adam James Hall,William J. Buchanan,1.0
Adam Jatowt,Antoine Doucet,1.0
Adam Jatowt,Nina Tahmasebi,1.0
Adam Jatowt,Ricardo Campos 0001,1.0
Adam Jatowt,Sourav S. Bhowmick,1.0
Adam Maciaszek,Dawid Niemiec,1.0
Adam Maciaszek,Jakub Ptaszynski,1.0
Adam Maciaszek,Jan Orwat,1.0
Adam Maciaszek,Krzysztof Joachimiak,1.0
Adam Maciaszek,Krzysztof Szarzynski,1.0
Adam Maciaszek,Mateusz Piecuch,1.0
Adam Maciaszek,Riccardo Belluzzo,1.0
Adam Maciaszek,Szymon Drgas,1.0
Tomasz Grzywalski,Adam Maciaszek,1.0
Zachary Nichols,Adam Stein,1.0
Adam Tsakalidis,Alexandra I. Cristea,1.0
Adam Tsakalidis,Maria Liakata,1.0
Adam Tsakalidis,Nikolaos Aletras,1.0
Fang (Cherry) Liu,Adele Yunlan Sun,1.0
Adele Yunlan Sun,Weijia Xu,1.0
Yuanjie Sun,Adele Yunlan Sun,1.0
Adish Singla,Adrian Weller,1.0
Hoda Heidari,Adish Singla,1.0
Krishna P. Gummadi,Adish Singla,1.0
Adish Singla,Muhammad Bilal Zafar,1.0
Nina Grgic-Hlaca,Adish Singla,1.0
Till Speicher,Adish Singla,1.0
Adit Krishnan,Aravind Sankar,1.0
Adit Krishnan,Ashish Sharma,2.0
Adit Krishnan,Hari Sundaram,2.0
Elke A. Rundensteiner,Aditya Arora,1.0
Aditya Arora,Jihane Zouaoui,1.0
Xiangnan Kong,Aditya Arora,1.0
Zhongfang Zhuang,Aditya Arora,1.0
Shreya Rajpal,Aditya G. Parameswaran,1.0
Aditya Pal,Deepayan Chakrabarti,1.0
Ghodrat Aalipour,Aditya Sood,1.0
Pranav Kumar,Aditya Sood,1.0
Santosh Aditham,Aditya Sood,1.0
Trung Nguyen,Aditya Sood,1.0
Aditya Subramanian,Alessandro Magnani,1.0
Paolo Messina,Aditya Subramanian,1.0
Samrat Kokkula,Aditya Subramanian,1.0
Aditya Subramanian,Shreyansh Gandhi,1.0
Aditya Subramanian,Venkatesh Kandaswamy,1.0
Adolfo De Unánue,Andrea Navarrete Rivera,1.0
Adolfo De Unánue,Crystal Cody,1.0
Adolfo De Unánue,Hareem Naveed,1.0
Adolfo De Unánue,Jason Bennett,1.0
Joe Walsh,Adolfo De Unánue,1.0
Klaus Ackermann,Adolfo De Unánue,1.0
Adolfo De Unánue,Lauren Haynes,1.0
Adolfo De Unánue,Michael Defoe,1.0
Adolfo De Unánue,Rayid Ghani,1.0
Adolfo De Unánue,Sun-Joo Lee,1.0
Adria Finch,Andrew Maxwell,1.0
Avishek Kumar,Adria Finch,1.0
Benjamin Brooks,Adria Finch,1.0
Chad Kenney,Adria Finch,1.0
Adria Finch,Joe Zuckerbraun,1.0
Kevin H. Wilson,Adria Finch,1.0
R. Ali Vanderveld,Adria Finch,1.0
Adria Finch,Rayid Ghani,1.0
Sam Edelstein,Adria Finch,1.0
Syed Ali Asad Rizvi,Adria Finch,1.0
Kornilios Kourtis,Adrian Schüpbach,1.0
Adrian Schüpbach,Martina Zitterbart,1.0
Michael Kaufmann 0005,Adrian Schüpbach,1.0
Elissa M. Redmiles,Adrian Weller,1.0
Hoda Heidari,Adrian Weller,1.0
Krishna P. Gummadi,Adrian Weller,2.0
Adrian Weller,Muhammad Bilal Zafar,1.0
Nina Grgic-Hlaca,Adrian Weller,2.0
Till Speicher,Adrian Weller,1.0
Aris Anagnostopoulos,Adriano Fazzone,1.0
Carlos Castillo 0001,Adriano Fazzone,1.0
Adriano Fazzone,Evimaria Terzi,1.0
Adriano Fazzone,Stefano Leonardi,1.0
Adriano Paterlini,Alexander Csoka Roque,1.0
Jose Antonio Visintin,Adriano Paterlini,1.0
João Eduardo Ferreira,Adriano Paterlini,1.0
Jun Okamoto,Adriano Paterlini,1.0
Mauro César Bernardes,Adriano Paterlini,1.0
Adriano Paterlini,Moises Ramalho Miguel,1.0
Alberto H. F. Laender,Adriano Veloso,1.0
Adriano Veloso,Nivio Ziviani,1.0
Tiago Alves 0002,Adriano Veloso,1.0
Adwait Ratnaparkhi,Aldi Tjahjadi,1.0
Andy Feng,Adwait Ratnaparkhi,1.0
Erik Ordentlich,Adwait Ratnaparkhi,1.0
Adwait Ratnaparkhi,Reena Somvanshi,1.0
Xiao Bai 0002,Adwait Ratnaparkhi,1.0
Yuanyuan Zhang,Adwait Ratnaparkhi,1.0
Ana Fernández del Río,Africa Perianez,1.0
Anna Guitart,Africa Perianez,1.0
Pei Pei Chen,Africa Perianez,1.0
Agma J. M. Traina,Caetano Traina Jr.,1.0
Daniel de Oliveira 0001,Agma J. M. Traina,1.0
Gustavo Blanco,Agma J. M. Traina,1.0
Agma J. M. Traina,Klemens Böhm,1.0
Lucio F. D. Santos,Agma J. M. Traina,1.0
Agma J. M. Traina,Marcos V. N. Bedo,1.0
Mirela T. Cazzolato,Agma J. M. Traina,1.0
Agus Trisnajaya Kwee,Ee-Peng Lim,1.0
Agus Trisnajaya Kwee,Meng-Fen Chiang,1.0
Agus Trisnajaya Kwee,Philips Kokoh Prasetyo,1.0
Ahmad O. Aseeri,Bipana Thapaliya,1.0
Ahmad O. Aseeri,Mohammed Saeed Alkatheiri,2.0
Ahmad O. Aseeri,Yu Zhuang,2.0
Akshay Kumar,Ahmed Abdelhadi,1.0
Ahmed Abdelhadi,Charles Clancy,1.0
Engin Arslan,Ahmed Alhussen,1.0
Ahmed El Kholy,Imed Zitouni,2.0
Kyle Williams,Ahmed El Kholy,2.0
Ahmed El Kholy,Paul A. Crook,2.0
Seyyed Hadi Hashemi,Ahmed El Kholy,2.0
Ahmed K. Elmagarmid,Mourad Ouzzani,1.0
Ahmed K. Elmagarmid,Nan Tang 0001,1.0
Ahmed K. Elmagarmid,Raul Castro Fernandez,1.0
Ahmed K. Farahat,Chetan Gupta 0001,1.0
Ahmed K. Farahat,Chi Zhang,1.0
Karan Aggarwal,Ahmed K. Farahat,1.0
Ahmed K. Farahat,Kosta Ristovski,1.0
Onur Atan,Ahmed K. Farahat,1.0
Maryem Ait El Hadj,Ahmed Khoumsi,1.0
Mohammed Erradi,Ahmed Khoumsi,1.0
Ahmed Khoumsi,Yahya Benkaouz,1.0
Ahmed Lasisi,Dominique Guillot,1.0
Ahmed Lasisi,Emmanuel Nii Martey,1.0
Ahmed Lasisi,Nii O. Attoh-Okine,1.0
Ahmed Navivala,Ebrahim Bagheri,1.0
Fattane Zarrinkalam,Ahmed Navivala,1.0
Hossein Fani,Ahmed Navivala,1.0
Negar Arabzadeh,Ahmed Navivala,1.0
Ahmer Arif,Daniel Scarnecchia,1.0
Kate Starbird,Ahmer Arif,1.0
Ahmer Arif,Katherine Van Koevering,1.0
Ahmer Arif,Katya Yefimova,1.0
Ahmer Arif,Tom Wilson 0003,1.0
Ahmet Erdem Sariyüce,Ali Pinar,1.0
Ricky Laishram,Ahmet Erdem Sariyüce,1.0
Seyed-Vahid Sanei-Mehri,Ahmet Erdem Sariyüce,1.0
Ahmet Erdem Sariyüce,Srikanta Tirthapura,1.0
Ahmet Erdem Sariyüce,Sucheta Soundarajan,1.0
Ahmet Erdem Sariyüce,Tina Eliassi-Rad,1.0
Selim Ozcan,Ahmet Fatih Mustacoglu,1.0
Ahmet Furkan Aydogan,Bing Zhou 0002,1.0
Ahmet Kara 0002,Dan Olteanu,1.0
Iman Elghandour,Ahmet Kara 0002,1.0
Ahmet Kara 0002,Stijn Vansummeren,1.0
Ahmet Soylu,Arild Waaler,1.0
Dag Hovland,Ahmet Soylu,1.0
Ernesto Jiménez-Ruiz,Ahmet Soylu,1.0
Evgeny Kharlamov,Ahmet Soylu,1.0
Guohui Xiao 0001,Ahmet Soylu,1.0
Ahmet Soylu,Ian Horrocks,1.0
Martin G. Skjæveland,Ahmet Soylu,1.0
Theofilos Mailis,Ahmet Soylu,1.0
Larry González,Aidan Hogan,1.0
Aiden Chia,Bernard Cheng,1.0
Masoumeh Izadi,Aiden Chia,1.0
Aiden Chia,Shangjing Wu,1.0
Chenglin Miao,Aidong Zhang,1.0
Fenglong Ma,Aidong Zhang,1.0
Guangxu Xun,Aidong Zhang,1.0
Jing Gao 0004,Aidong Zhang,1.0
Jing Zhou,Aidong Zhang,1.0
Kishlay Jha,Aidong Zhang,1.0
Lu Su,Aidong Zhang,1.0
Mengdi Huai,Aidong Zhang,1.0
Qiuling Suo,Aidong Zhang,2.0
Quanzeng You,Aidong Zhang,1.0
Vishrawas Gopalakrishnan,Aidong Zhang,1.0
Yaliang Li,Aidong Zhang,1.0
Yaqing Wang,Aidong Zhang,1.0
Aijun An,Gordon Edall,1.0
Heidar Davoudi,Aijun An,1.0
Aijun An,Morteza Zihayat,1.0
Sedigheh Mahdavi,Aijun An,1.0
Shima Khoshraftar,Aijun An,1.0
Aleksey Charapko,Ailidani Ailijiang,1.0
Ailidani Ailijiang,Murat Demirbas,1.0
Linglan Zhang,Ailin Chen,1.0
Ailin Chen,Mei Mei,1.0
Weina Meng,Ailin Chen,1.0
Ailin Chen,Ying Liu,1.0
Aindrila Ghosh,Chad Marston,1.0
Aindrila Ghosh,James Miller 0001,1.0
Aindrila Ghosh,Jean-François Puget,1.0
Mona Nashaat,Aindrila Ghosh,1.0
Aindrila Ghosh,Shaikh Quader,1.0
Aishwarya Srivastava,Amy W. Apon,1.0
Aishwarya Srivastava,André Luckow,1.0
Aishwarya Srivastava,Dung Nguyen,1.0
Aishwarya Srivastava,Edward B. Duffy,1.0
Aishwarya Srivastava,Ken Kennedy,1.0
Aishwarya Srivastava,Marcin Ziolkowski,1.0
Aishwarya Srivastava,Siddhant Aggarwal,1.0
Aixin Sun,Jialong Han,1.0
Jianglei Han,Aixin Sun,1.0
Ka Hian Goh,Aixin Sun,1.0
Aixin Sun,Mohammad Akbari 0001,1.0
Aixin Sun,Xiaoyan Zhu,1.0
Yequan Wang,Aixin Sun,1.0
Aixin Sun,Ying Liu 0004,1.0
David Ellison,Ajay Dholakia,1.0
Miro Hodak,Ajay Dholakia,1.0
Peter Seidel,Ajay Dholakia,1.0
Changji Shi,Ajith Muralidharan,1.0
Curtis Wang,Ajith Muralidharan,1.0
Jinyun Yan,Ajith Muralidharan,1.0
P. J. Xiao,Ajith Muralidharan,1.0
Rómer Rosales,Ajith Muralidharan,1.0
Ajith Muralidharan,Shaunak Chatterjee,1.0
Shipeng Yu,Ajith Muralidharan,1.0
Viral Gupta,Ajith Muralidharan,1.0
Yan Gao,Ajith Muralidharan,1.0
Zhongen Tao,Ajith Muralidharan,1.0
Ajith Ramanathan,Alexander Bonomo,1.0
Ajith Ramanathan,Ed H. Chi,1.0
Ajith Ramanathan,Jennifer Gillenwater,1.0
Mark Wilhelm,Ajith Ramanathan,1.0
Ajith Ramanathan,Sagar Jain,1.0
Yuvraj S. Sethi,Akash R. Nambiar,1.0
Jianjun Zheng,Akbar Siami Namin,1.0
Moitrayee Chatterjee,Akbar Siami Namin,2.0
Akbar Siami Namin,Prerit Datta,2.0
Akhilesh Vyas,Akmal Khikmatullaev,1.0
Andreas Both,Akhilesh Vyas,1.0
Arun Sethupat Radhakrishna,Akhilesh Vyas,1.0
Akhilesh Vyas,Christoph Lange 0002,1.0
Akhilesh Vyas,Dharmen Punjani,1.0
Ioanna Lytra,Akhilesh Vyas,1.0
Akhilesh Vyas,Jens Lehmann 0001,1.0
Kuldeep Singh 0001,Akhilesh Vyas,1.0
Akhilesh Vyas,Maria-Esther Vidal,1.0
Ricardo Usbeck,Akhilesh Vyas,1.0
Saeedeh Shekarpour,Akhilesh Vyas,1.0
Akhilesh Vyas,Sören Auer,1.0
Akihiro Yamaguchi,Ken Ueno,1.0
Akihiro Yamaguchi,Shigeru Maya,1.0
Akihiro Yamaguchi,Takeichiro Nishikawa,1.0
Akihiro Yamaguchi,Tatsuya Inagi,1.0
Akira Tanaka,Akihiro Yoshida,1.0
Akihiro Yoshida,Jun Ozawa,1.0
Akihiro Yoshida,Katsuki Fujisawa,1.0
Akihiro Yoshida,Nariaki Tateiwa,1.0
Nozomi Hata,Akihiro Yoshida,1.0
Takashi Nakayama,Akihiro Yoshida,1.0
Takashi Wakamatsu,Akihiro Yoshida,1.0
Akihiro Yoshida,Yuri Nishikawa,1.0
Makoto P. Kato,Akiomi Nishida,1.0
Sumio Fujita,Akiomi Nishida,1.0
Akiomi Nishida,Takehiro Yamamoto,1.0
Tomohiro Manabe,Akiomi Nishida,1.0
Masaru Higashi,Akira Ishii,1.0
Nozomi Okano,Akira Ishii,1.0
Takuya Ueoka,Akira Ishii,1.0
Toshimichi Wakabayashi,Akira Ishii,1.0
Yasuko Kawahata,Akira Ishii,1.0
Akira Tanaka,Jun Ozawa,1.0
Akira Tanaka,Katsuki Fujisawa,1.0
Akira Tanaka,Nariaki Tateiwa,1.0
Nozomi Hata,Akira Tanaka,1.0
Takashi Nakayama,Akira Tanaka,1.0
Akira Tanaka,Takashi Wakamatsu,1.0
Akira Tanaka,Yuri Nishikawa,1.0
Andreas Both,Akmal Khikmatullaev,1.0
Arun Sethupat Radhakrishna,Akmal Khikmatullaev,1.0
Akmal Khikmatullaev,Christoph Lange 0002,1.0
Akmal Khikmatullaev,Dharmen Punjani,1.0
Ioanna Lytra,Akmal Khikmatullaev,1.0
Akmal Khikmatullaev,Jens Lehmann 0001,1.0
Kuldeep Singh 0001,Akmal Khikmatullaev,1.0
Akmal Khikmatullaev,Maria-Esther Vidal,1.0
Ricardo Usbeck,Akmal Khikmatullaev,1.0
Saeedeh Shekarpour,Akmal Khikmatullaev,1.0
Akmal Khikmatullaev,Sören Auer,1.0
April Z. Gu,Akram Alshawabkeh,1.0
Carmen Velez Vega,Akram Alshawabkeh,2.0
Chieh Wu,Akram Alshawabkeh,1.0
David R. Kaeli,Akram Alshawabkeh,2.0
Guangyu Li,Akram Alshawabkeh,1.0
Ingrid Y. Padilla,Akram Alshawabkeh,2.0
Jennifer G. Dy,Akram Alshawabkeh,1.0
John Meeker,Akram Alshawabkeh,2.0
José Cordero,Akram Alshawabkeh,2.0
Leiming Yu,Akram Alshawabkeh,1.0
Sheikh Mokhlesur Rahman,Akram Alshawabkeh,1.0
Shi Dong,Akram Alshawabkeh,2.0
Xiangyu Li,Akram Alshawabkeh,1.0
Zaira Rosario,Akram Alshawabkeh,2.0
Zlatan Feric,Akram Alshawabkeh,2.0
Akshay Deshmukh,Cyrus Shahabi,1.0
Seon Ho Kim,Akshay Deshmukh,1.0
Shivnesh Rajan,Akshay Deshmukh,1.0
Akshay Kumar,Charles Clancy,1.0
Dhaval Patel,Akshay Rangamani,1.0
Akshay Rangamani,Jayant Kalagnanam,1.0
Lam M. Nguyen,Akshay Rangamani,1.0
Akshay Rangamani,Shrey Shrivastava,1.0
Akshit Bhatnagar,Alison Kwan,1.0
Daniel Crawl,Akshit Bhatnagar,1.0
Akshit Bhatnagar,Federico Rodríguez,1.0
Akshit Bhatnagar,Ilkay Altintas,1.0
Jessica Block,Akshit Bhatnagar,1.0
Mai H. Nguyen,Akshit Bhatnagar,1.0
Akshit Bhatnagar,Namrita Baru,1.0
Vincent Siu,Akshit Bhatnagar,1.0
Alain Barrat,Ciro Cattuto,1.0
Edoardo Galimberti,Alain Barrat,1.0
Alain Barrat,Francesco Bonchi,1.0
Alain Barrat,Francesco Gullo,1.0
Alan Chern,Chris Min,1.0
Alan Chern,Faizan Javed,1.0
Josh Chao,Alan Chern,1.0
Qiaoling Liu,Alan Chern,1.0
Thomas Mahoney,Alan Chern,1.0
Alan Chern,Valentin Jijkoun,1.0
Alan Fern,Alec Theriault,1.0
Alan Fern,David W. Archer,1.0
Md Amran Siddiqui,Alan Fern,1.0
Alan Fern,Ryan Wright,1.0
Alan Fern,Thomas G. Dietterich,1.0
Alan Medlar,Dorota Glowacka,1.0
Alan Mislove,Christo Wilson,1.0
Le Chen,Alan Mislove,1.0
Shan Jiang 0008,Alan Mislove,1.0
Alban Siffer,Alexandre Termier,1.0
Alban Siffer,Christine Largouët,1.0
Alban Siffer,Pierre-Alain Fouque,1.0
Jacob Montiel,Albert Bifet,1.0
Albert Bifet,Jesse Read,1.0
Maroua Bahri,Albert Bifet,1.0
Mostafa Haghir Chehreghani,Albert Bifet,2.0
Silviu Maniu,Albert Bifet,1.0
Albert Bifet,Talel Abdessalem,3.0
Albert Bifet,Viktor Losing,1.0
Fedor Borisyuk,Albert Gordo,1.0
Albert Gordo,Viswanath Sivakumar,1.0
Alberto H. F. Laender,Nivio Ziviani,1.0
Alberto H. F. Laender,Pedro O. S. Vaz de Melo,1.0
Thiago H. P. Silva,Alberto H. F. Laender,1.0
Tiago Alves 0002,Alberto H. F. Laender,1.0
Albrecht Zimmermann,Bruno Crémilleux,1.0
Maksim Koptelov,Albrecht Zimmermann,1.0
Albrecht Zimmermann,Pascal Bonnet,1.0
Albrecht Zimmermann,Ronan Bureau,1.0
Andy Feng,Aldi Tjahjadi,1.0
Erik Ordentlich,Aldi Tjahjadi,1.0
Reena Somvanshi,Aldi Tjahjadi,1.0
Xiao Bai 0002,Aldi Tjahjadi,1.0
Yuanyuan Zhang,Aldi Tjahjadi,1.0
Alec Theriault,David W. Archer,1.0
Md Amran Siddiqui,Alec Theriault,1.0
Ryan Wright,Alec Theriault,1.0
Thomas G. Dietterich,Alec Theriault,1.0
Alejandro Gómez-Boix,Benoit Baudry,1.0
Alejandro Gómez-Boix,Pierre Laperdrix,1.0
Andrea Esuli,Alejandro Moreo Fernández,1.0
Alejandro Moreo Fernández,Fabrizio Sebastiani 0001,1.0
Aleksandr Fritz,Anthony F. Breitzman,1.0
Bo Beth Sun,Aleksandr Fritz,1.0
Aleksandr Fritz,Brendan Armstrong,1.0
Aleksandr Fritz,Brennan Ringel,1.0
Eric Zielonka,Aleksandr Fritz,1.0
Aleksandr Fritz,Jason Snouffer,1.0
Aleksandr Fritz,Jean Kirschner,1.0
Aleksandr Fritz,Kimberly Davis,1.0
Aleksandr Fritz,Matthew Schofield,1.0
Aleksandr Fritz,Shen-Shyang Ho,1.0
Igor Kuralenok,Aleksandr Khvorov,1.0
Aleksandr Khvorov,Julian Serdyuk,1.0
Natalia Starikova,Aleksandr Khvorov,1.0
