Author 1,Author 2,Weights
Athanasios Andreou,Oana Goga,1.0
Athanasios Andreou,Pedro Olmo Stancioli Vaz de Melo,1.0
Atillia Dobi,Eileen Li,1.0
Heath Vinicombe,Atillia Dobi,1.0
Jennifer Zhao,Atillia Dobi,1.0
Porter Jenkins,Atillia Dobi,1.0
Atillia Dobi,Yunsong Guo,1.0
Atsushi Miyauchi 0001,Masahiro Ikeda,1.0
Atsushi Miyauchi 0001,Yuichi Yoshida,1.0
Yuuki Takai,Atsushi Miyauchi 0001,1.0
Atsutoshi Kumagai,Naonori Ueda,1.0
Atsutoshi Kumagai,Sekitoshi Kanai,1.0
Yasuhiro Fujiwara,Atsutoshi Kumagai,1.0
Atsutoshi Kumagai,Yasutoshi Ida,1.0
Hikaru Uchida,Atsuyuki Morishima,1.0
Kei Wakabayashi,Atsuyuki Morishima,1.0
Masaki Matsubara,Atsuyuki Morishima,2.0
Seungun Kim,Atsuyuki Morishima,1.0
Nima Noorshams,Aude Hofleitner,1.0
Saurabh Verma,Aude Hofleitner,1.0
Jessy Xinyi Han,Augustin Chaintreau,1.0
Auroop R. Ganguly,Jennifer G. Dy,1.0
Yumin Liu,Auroop R. Ganguly,1.0
Austin Hounsel,Jordan Holland,1.0
Austin Hounsel,Kevin Borgolte,1.0
Austin Hounsel,Nick Feamster,1.0
Austin Hounsel,Paul Schmitt,1.0
Caitlin Kennedy,Austin R. Benson,1.0
Austin R. Benson,David F. Gleich,1.0
Huda Nassar,Austin R. Benson,1.0
Ilya Amburg,Austin R. Benson,1.0
Austin R. Benson,Jon M. Kleinberg,2.0
Junteng Jia,Austin R. Benson,1.0
Katherine Van Koevering,Austin R. Benson,1.0
Nate Veldt,Austin R. Benson,2.0
Shweta Jain 0003,Austin R. Benson,1.0
Avi Shahar,Milena Krasteva,1.0
Oren Somekh,Avi Shahar,1.0
Avi Shahar,Tal Cohen,1.0
Avi Shahar,Tomer Shadi,1.0
Yair Koren,Avi Shahar,1.0
Aviad Elyashar,Rami Puzis,1.0
Aviad Elyashar,Sagi Uziel,1.0
Bailey Flanigan,Aviel J. Stein,1.0
Aviel J. Stein,Damon McCoy,1.0
Janith Weerasinghe,Aviel J. Stein,1.0
Aviel J. Stein,Rachel Greenstadt,1.0
Avinash Thangali,Dnyanesh Kulkarni,1.0
Avinash Thangali,Harshada Vuyyuri,1.0
Karthick Gopalswamy,Avinash Thangali,1.0
Avinash Thangali,Ketki Gupte,1.0
Linsey Pang,Avinash Thangali,1.0
Prakhar Mehrotra,Avinash Thangali,1.0
Avinash Thangali,Sunil Potnuru,1.0
Avinash Thangali,Supreeth Shastry,1.0
Avinash Thangali,Timothy Winters,1.0
Deborah Cohen,Avinatan Hassidim,1.0
Avinatan Hassidim,Eran Ofek,1.0
Gal Elidan,Avinatan Hassidim,1.0
Idan Szpektor,Avinatan Hassidim,1.0
Michael Fink,Avinatan Hassidim,1.0
Avinatan Hassidim,Orgad Keller,1.0
Avinatan Hassidim,Sagie Pudinsky,1.0
Avinatan Hassidim,Sayali Kulkarni,1.0
Avinatan Hassidim,Shimi Salant,1.0
Avinatan Hassidim,Yossi Matias,1.0
Avirup Saha,Niloy Ganguly,1.0
Koustav Rudra,Avishek Anand,1.0
George Clark,Aviv Segev,1.0
Henry Roberts,Aviv Segev,1.0
Jarrod Carson,Aviv Segev,1.0
Kane Hollingsworth,Aviv Segev,1.0
Rituparna Datta,Aviv Segev,3.0
Sukhwan Jung,Aviv Segev,2.0
Avrilia Floratou,Fotis Psallidas,1.0
Avrilia Floratou,Markus Weimer,1.0
Mohammad Hossein Namaki,Avrilia Floratou,1.0
Avrilia Floratou,Subru Krishnan,1.0
Avrilia Floratou,Yinghui Wu,1.0
Avrilia Floratou,Yiwen Zhu,1.0
Javier D. Fernández,Axel Polleres,1.0
Maribel Acosta,Axel Polleres,1.0
Martin Beno,Axel Polleres,1.0
Henning Wachsmuth,Axel-Cyrille Ngonga Ngomo,1.0
Axel-Cyrille Ngonga Ngomo,Martin Potthast,1.0
Stefan Heindorf,Axel-Cyrille Ngonga Ngomo,1.0
Yan Scholten,Axel-Cyrille Ngonga Ngomo,1.0
Ayan Biswas,Jon C. Calhoun,1.0
Megan Hickman Fulp,Ayan Biswas,1.0
Ayan Kumar Bhowmick,Bivas Mitra,1.0
Ayan Kumar Bhowmick,Sayan Pathak,1.0
Ayan Kumar Bhowmick,Soumajit Pramanik,1.0
Ayat Fekry,Lucian Carata,2.0
Ayat Fekry,Thomas F. J.-M. Pasquier,2.0
Ayush Chopra,Balaji Krishnamurthy,1.0
Ayush Chopra,Mausoom Sarkar,1.0
Ayush Chopra,Piyush Gupta,1.0
Surgan Jandial,Ayush Chopra,1.0
Ayush Chopra,Vineeth Balasubramanian,1.0
Isabelle Rogers,Ayush Srivastava,1.0
Jake Nimergood,Ayush Srivastava,1.0
Ayush Srivastava,K. Suzanne Barber,1.0
Razieh Nokhbeh Zaeem,Ayush Srivastava,1.0
Safa Anya,Ayush Srivastava,1.0
Vinay Shah,Ayush Srivastava,1.0
Berkay Aydin,Azim Ahmadzadeh,2.0
Azim Ahmadzadeh,Manolis K. Georgoulis,2.0
Mohammed Shoebuddin Habeeb,Azim Ahmadzadeh,2.0
Pavan Ajit Babajiyavar,Azim Ahmadzadeh,1.0
Azim Ahmadzadeh,Rafal A. Angryk,3.0
Yang Chen,Azim Ahmadzadeh,1.0
Aziz Amezian El Khalfioui,Dorian Labeeuw,1.0
Aziz Amezian El Khalfioui,Gaëtan Staquet,1.0
Aziz Amezian El Khalfioui,Jef Wijsen,1.0
Aziz Amezian El Khalfioui,Jonathan Joertz,1.0
Bijaya Adhikari,B. Aditya Prakash,1.0
Charles D. Nicholson,B. Aditya Prakash,1.0
B. Barla Cambazoglu,Falk Scholer,1.0
Mark Sanderson,B. Barla Cambazoglu,1.0
B. Barla Cambazoglu,W. Bruce Croft,1.0
Zhijing Wu 0002,B. Barla Cambazoglu,1.0
David Chapman,Babak Saboury,1.0
Jayalakshmi Mangalagiri,Babak Saboury,1.0
Joshua Galita,Babak Saboury,1.0
Babak Saboury,Michael Morris,1.0
Phuong Nguyen,Babak Saboury,1.0
Sumeet Menon,Babak Saboury,1.0
Yaacov Yesha,Babak Saboury,1.0
Yelena Yesha,Babak Saboury,1.0
Babak Samani,Haishun Yang,1.0
Babak Samani,Hongfeng Yu,1.0
Babak Samani,Saeideh Samani,1.0
Chianing Johnny Wang,BaekGyu Kim,1.0
Yin-Chen Liu,BaekGyu Kim,1.0
Bahadir Altun,Mücahid Kutlu,1.0
Bahar Radfar,Karthik Shivaram,1.0
Bin Wu,Bai Wang,1.0
Chuan Shi,Bai Wang,1.0
Emiao Lu,Bai Wang,1.0
Bai Wang,Jian-Yun Nie,1.0
Kai Zhao,Bai Wang,1.0
Ken Lin,Bai Wang,1.0
Shaohua Fan,Bai Wang,1.0
Ting Bai,Bai Wang,1.0
Xiao Wang 0017,Bai Wang,1.0
Bai Wang,Youjie Zhang,1.0
Bai Wang,Yuanyu Yang,1.0
Baifan Zhou,Evgeny Kharlamov,2.0
Baifan Zhou,Ildar Baimuratov,1.0
Baifan Zhou,Ralf Mikut,1.0
Baifan Zhou,Seongsu Byeon,1.0
Baifan Zhou,Tim Pychynski,2.0
Baifan Zhou,Yulia Svetashova,2.0
Bailey Flanigan,Damon McCoy,1.0
Janith Weerasinghe,Bailey Flanigan,1.0
Bailey Flanigan,Rachel Greenstadt,1.0
Balaje T. Thumati,David Followell,1.0
Balaje T. Thumati,Halasya Siva Subramania,1.0
Balaje T. Thumati,Karthik Kalyana Kumar,1.0
Balaje T. Thumati,Nicole Hessner,1.0
Balaje T. Thumati,Rajeev Shastri,1.0
Balaje T. Thumati,Vincent Villa,1.0
Hamed Rezaei,Balajee Vamanan,1.0
Mausoom Sarkar,Balaji Krishnamurthy,1.0
Nupur Kumari,Balaji Krishnamurthy,1.0
Piyush Gupta,Balaji Krishnamurthy,2.0
Siddarth R.,Balaji Krishnamurthy,1.0
Surgan Jandial,Balaji Krishnamurthy,1.0
Balaji Krishnamurthy,Vineeth Balasubramanian,1.0
Balakrishnan (Murali) Narayanaswamy,Haibin Lin,1.0
Balakrishnan (Murali) Narayanaswamy,Hao Ding,1.0
Yifei Ma,Balakrishnan (Murali) Narayanaswamy,1.0
Dhruvin Vora,Balasaheb Dhame,1.0
Jerome White,Balasaheb Dhame,1.0
Balasaheb Dhame,Raghu Dharmaraju,1.0
Balasaheb Dhame,Rahul Panicker,1.0
Rajesh Jain,Balasaheb Dhame,1.0
Vishal Agarwal,Balasaheb Dhame,1.0
Renato Paes Leme,Balasubramanian Sivan,1.0
Balasubramanian Sivan,Yifeng Teng,1.0
Himan Abdollahpouri,Bamshad Mobasher,1.0
Masoud Mansoury,Bamshad Mobasher,1.0
Mykola Pechenizkiy,Bamshad Mobasher,1.0
Bamshad Mobasher,Robin Burke,1.0
Bang Liu,Di Niu,1.0
Bang Liu,Haojie Wei,1.0
Bang Liu,Haolan Chen,1.0
Bang Liu,Yancheng He,1.0
Chang Wang,Bang Wang,1.0
Jie Ding,Bangjun Ding,1.0
Kexiang Wang,Baobao Chang,1.0
Baobao Chang,Zhifang Sui,1.0
Chao Huang,Baode Fan,2.0
Baode Fan,Junyu Dong,2.0
Peng Song 0002,Baode Fan,1.0
Yanwei Yu,Baode Fan,2.0
Zhijun Liu,Baode Fan,2.0
Baodi Shan,Dingwen Tao,1.0
Baodi Shan,Guanpeng Li,1.0
Baodi Shan,Jiannan Tian,1.0
Baoxing Huai,Jimmy Lin,1.0
Kun Xiong,Baoxing Huai,1.0
Luchen Tan,Baoxing Huai,1.0
Baoxing Huai,Ming Li 0001,1.0
Nicholas Jing Yuan,Baoxing Huai,1.0
Wei Yang 0017,Baoxing Huai,1.0
Yuqing Xie,Baoxing Huai,1.0
Baoxu Shi,Feng Guo,1.0
Baoxu Shi,Jaewon Yang,1.0
Baoxu Shi,Qi He,1.0
Bojan Dimoski,Barbara Korousic-Seljak,1.0
Gjorgjina Cenikj,Barbara Korousic-Seljak,1.0
Gordana Ispirova,Barbara Korousic-Seljak,1.0
Gorjan Popovski,Barbara Korousic-Seljak,2.0
Hannah Pinchen,Barbara Korousic-Seljak,1.0
Ilija Kocev,Barbara Korousic-Seljak,1.0
Maria Traka,Barbara Korousic-Seljak,1.0
Nina Resçiç,Barbara Korousic-Seljak,1.0
Paul Finglas,Barbara Korousic-Seljak,1.0
Riste Stojanov,Barbara Korousic-Seljak,3.0
Sasho Gramatikov,Barbara Korousic-Seljak,1.0
Barbara Korousic-Seljak,Tome Eftimov,5.0
Lukas Daubner,Barbora Buhnova,1.0
Martin Macak,Barbora Buhnova,1.0
Barbora Buhnova,Tomás Pitner,1.0
Bardh Prenkaj,Damiano Distante,1.0
Bardh Prenkaj,Giovanni Stilo,1.0
Bardh Prenkaj,Lorenzo Madeddu,1.0
Bardh Prenkaj,Paola Velardi,1.0
Bardh Prenkaj,Stefano Faralli 0001,1.0
Barry Bradlyn,Emiliano De Cristofaro,1.0
Barry Bradlyn,Gianluca Stringhini,1.0
Barry Bradlyn,Jeremy Blackburn,2.0
Joel Finkelstein,Barry Bradlyn,1.0
Savvas Zannettou,Barry Bradlyn,2.0
Tristan Caulfield,Barry Bradlyn,1.0
Barry Nuqoba,Hwee-Pink Tan,1.0
Diarmuid O'Reilly-Morgan,Barry Smyth,1.0
Elias Z. Tragos,Barry Smyth,1.0
Barry Smyth,James Geraci,1.0
Jiazheng Li 0002,Barry Smyth,1.0
Khalil Muhammad,Barry Smyth,1.0
Linyi Yang,Barry Smyth,2.0
Barry Smyth,Neil Hurley,1.0
Qinqin Wang,Barry Smyth,1.0
Barry Smyth,Ruihai Dong,2.0
Tin Lok James Ng,Barry Smyth,1.0
Bartley Richardson,Bradley Rees,1.0
Bartley Richardson,David A. Bader,1.0
Bartley Richardson,Even Oldridge,1.0
Bartley Richardson,Rachel Allen,1.0
Bartley Richardson,Tom Drabas,1.0
Basel Shbita,Craig A. Knoblock,1.0
Basel Shbita,Johannes H. Uhl,1.0
Sasan Tavakkol,Basel Shbita,1.0
Basel Shbita,Stefan Leyk,1.0
Yao-Yi Chiang,Basel Shbita,1.0
Zekun Li,Basel Shbita,1.0
Batihan Sener,Gokberk Serin,1.0
Batihan Sener,Hakki Özgür Ünver,1.0
Batihan Sener,M. Ugur Gudelek,1.0
Bay-Yuan Hsu,Chih-Ya Shen,1.0
Bay-Yuan Hsu,Ming-Yi Chang,1.0
Beatrice Portelli,Damiano Spina,1.0
Beatrice Portelli,Gianluca Demartini,1.0
Beatrice Portelli,Giuseppe Serra 0001,1.0
Kevin Roitero,Beatrice Portelli,1.0
Michael Soprano,Beatrice Portelli,1.0
Beatrice Portelli,Stefano Mizzaro,1.0
Beatrice Portelli,Vincenzo Della Mea,1.0
Daniele Regoli,Beatriz San Miguel González,1.0
Giulia Del Gamba,Beatriz San Miguel González,1.0
Greta Greco,Beatriz San Miguel González,1.0
Riccardo Crupi,Beatriz San Miguel González,1.0
Bo Long,Bee-Chung Chen,1.0
Bee-Chung Chen,Deepak Agarwal,1.0
Huiji Gao,Bee-Chung Chen,1.0
Liang Zhang 0021,Bee-Chung Chen,1.0
Qi Guo,Bee-Chung Chen,1.0
Sida Wang,Bee-Chung Chen,1.0
Weiwei Guo,Bee-Chung Chen,1.0
Xiaowei Liu,Bee-Chung Chen,1.0
Zimeng Yang,Bee-Chung Chen,1.0
Bei Wang,Chenrui Zhang,1.0
Bei Wang,Hao Zhang,1.0
Bei Wang,Xiaoqing Lyu,1.0
Bei Wang,Zhi Tang,1.0
Fuzheng Zhang,Beihong Jin,1.0
Hongyin Tang,Beihong Jin,1.0
Xingwu Sun,Beihong Jin,1.0
Yanling Cui,Beihong Jin,1.0
Beihong Jin,Zhongyuan Wang,1.0
Christian Meurisch,Bekir Bayrak,1.0
Bekir Bayrak,Max Mühlhäuser,1.0
Corinna Breitinger,Bela Gipp,1.0
Fabian Müller,Bela Gipp,1.0
Howard S. Cohl,Bela Gipp,1.0
Moritz Schubotz,Bela Gipp,1.0
Ben Blamey,Johan Karlsson,1.0
Ben Blamey,Ola Spjuth,1.0
Oliver Stein,Ben Blamey,1.0
Ben Blamey,Salman Toor,1.0
Bhaskar Mitra,Ben Carterette,1.0
Ben Carterette,Chen Gao,1.0
Fernando Diaz 0001,Ben Carterette,1.0
Ben Carterette,Isabelle Guyon,1.0
Ben Carterette,James T. Kwok,1.0
Michael D. Ekstrand,Ben Carterette,1.0
Ben Carterette,Qiang Yang,1.0
Ben Carterette,Quanming Yao,1.0
Rishabh Mehrotra,Ben Carterette,1.0
Ben Carterette,Yong Li 0008,1.0
Ben Kao,Caihua Shan,1.0
Ben Kao,Dawei Yin,1.0
Ben Kao,Martin Ester,1.0
Xiang Li 0067,Ben Kao,1.0
Courtney Crooks,Ben Sawyer,1.0
Ben Sawyer,David Muchlinski,1.0
Ben Sawyer,Matthew Canham,1.0
Tom McNeil,Ben Sawyer,1.0
Bicheng Jin,Ben Wang,1.0
Chang Men,Ben Wang,1.0
Chunyang Liu,Ben Wang,1.0
Ge Li,Ben Wang,1.0
Peng Li,Ben Wang,1.0
Ben Wang,Xiaohu Qie,1.0
Yue Yang,Ben Wang,1.0
Zhe Xu,Ben Wang,1.0
Qinge Xie,Ben Y. Zhao,1.0
Tiancheng Guo,Ben Y. Zhao,1.0
Xin Wang 0003,Ben Y. Zhao,1.0
Yang Chen 0001,Ben Y. Zhao,1.0
Yu Xiao,Ben Y. Zhao,1.0
Bencheng Yan,Chaokun Wang,1.0
Bencheng Yan,Gaoyang Guo,1.0
Bencheng Yan,Yunkai Lou,1.0
Benedek Rozemberczki,Oliver Kiss,2.0
Benedek Rozemberczki,Rik Sarkar,3.0
Bryan Perozzi,Benedek Rózemberczki,1.0
Johannes Klicpera,Benedek Rózemberczki,1.0
Martin Blais,Benedek Rózemberczki,1.0
Benedek Rózemberczki,Michal Lukasik,1.0
Benedek Rózemberczki,Stephan Günnemann,1.0
Daniel S. Schneider,Benjamim Fonseca,1.0
Hugo Paredes,Benjamim Fonseca,1.0
Shoaib Jameel,Benjamim Fonseca,1.0
Brian Brost,Benjamin A. Carterette,1.0
James McInerney,Benjamin A. Carterette,1.0
Praveen Chandar,Benjamin A. Carterette,2.0
Rishabh Mehrotra,Benjamin A. Carterette,1.0
Zahra Nazari,Benjamin A. Carterette,1.0
Benjamin C. M. Fung,Patrick C. K. Hung,1.0
Qifan Wang,Benjamin C. M. Fung,1.0
Benjamin Charles Germain Lee,Chris Adams,1.0
Benjamin Charles Germain Lee,Daniel S. Weld,1.0
Benjamin Charles Germain Lee,Deborah Thomas,1.0
Benjamin Charles Germain Lee,Eileen Jakeway,1.0
Benjamin Charles Germain Lee,Jaime Mears,1.0
Benjamin Charles Germain Lee,Kate Zwaard,1.0
Benjamin Charles Germain Lee,Meghan Ferriter,1.0
Benjamin Charles Germain Lee,Nathan Yarasavage,1.0
Benjamin Coles,Ferda Ofli,1.0
Benjamin Coles,Ingmar Weber,1.0
Masoomali Fatehkia,Benjamin Coles,1.0
Marian-Andrei Rizoiu,Benjamin Johnston,1.0
Benjamin Johnston,Mary-Anne Williams,1.0
Nikolas Dawson,Benjamin Johnston,1.0
Dimitrios Athanasakis,Benjamin Livshits,1.0
Panagiotis Papadopoulos,Benjamin Livshits,2.0
Peter Snyder,Benjamin Livshits,2.0
Benjamin Rouxel,Clemens Grelck,1.0
Julius Roeder,Benjamin Rouxel,1.0
Christopher Abriola,Benjamin Zimmerman,1.0
James Flamino,Benjamin Zimmerman,1.0
Benjamin Zimmerman,Joel Douglas,1.0
Benjamin Zimmerman,Zhongheng Li,1.0
Benno Kruit,Jacopo Urbani,1.0
Benno Kruit,Peter A. Boncz,1.0
Florian Kneist,Benno Stein 0001,1.0
Johannes Kiesel,Benno Stein 0001,1.0
Kristof Komlossy,Benno Stein 0001,1.0
Lars Meyer,Benno Stein 0001,1.0
Lukas Gienapp,Benno Stein 0001,1.0
Benno Stein 0001,Martin Potthast,3.0
Benno Stein 0001,Matthias Hagen,2.0
Shahbaz Syed,Benno Stein 0001,1.0
Wei-Fan Chen,Benno Stein 0001,1.0
Benoît Frénay,José Oramas,1.0
Benoît Frénay,Luis Galárraga,1.0
Tassadit Bouadi,Benoît Frénay,1.0
Benyou Wang,Dongsheng Li 0001,1.0
Jian-Yun Nie,Benyou Wang,1.0
Benyou Wang,Lixin Zou,1.0
Benyou Wang,Pan Du,1.0
Benyou Wang,Yuhan Zhang,1.0
Zhenzhen Li,Benyou Wang,1.0
Bingzhe Wu,Benyu Zhang,1.0
Cen Chen,Benyu Zhang,1.0
Chaochao Chen 0001,Benyu Zhang,1.0
Jin Tan,Benyu Zhang,1.0
Jun Zhou,Benyu Zhang,1.0
Lei Wang,Benyu Zhang,1.0
Li Wang,Benyu Zhang,1.0
J. Shane Culpepper,Berkant Barla Cambazoglu,1.0
Luke Gallagher,Berkant Barla Cambazoglu,1.0
Torsten Suel,Berkant Barla Cambazoglu,1.0
Berkay Aydin,Manolis K. Georgoulis,4.0
Mohammed Shoebuddin Habeeb,Berkay Aydin,2.0
Berkay Aydin,Rafal A. Angryk,5.0
Berkay Aydin,Saurabh Maydeo,1.0
Xumin Cai,Berkay Aydin,2.0
Haewoon Kwak,Bernard J. Jansen,1.0
Hind Almerekhi,Bernard J. Jansen,1.0
Joni Salminen,Bernard J. Jansen,1.0
Bernardo Branco,João Tiago Ascensão,1.0
Bernardo Branco,Mariana S. C. Almeida,1.0
Bernardo Branco,Pedro Abreu,1.0
Bernardo Branco,Pedro Bizarro,1.0
Marc Najork,Bernhard Brodowsky,1.0
Michael Bendersky,Bernhard Brodowsky,1.0
Przemek Gajda,Bernhard Brodowsky,1.0
Sergey Novikov,Bernhard Brodowsky,1.0
Shuguang Han,Bernhard Brodowsky,1.0
Bernhard Pfahringer,Emanuele Della Valle,1.0
Heitor Murilo Gomes,Bernhard Pfahringer,1.0
Jacob Montiel,Bernhard Pfahringer,1.0
Bertil Chapuis,Kévin Huguenin,1.0
Bertil Chapuis,Mathias Humbert,1.0
Bertil Chapuis,Mauro Cherubini,1.0
Bertil Chapuis,Olamide Omolola,1.0
Besmira Nushi,Ece Kamar,1.0
Besmira Nushi,Eric Horvitz,2.0
Gireeja Ranade,Besmira Nushi,1.0
Megha Srivastava,Besmira Nushi,1.0
Besmira Nushi,Shital Shah,1.0
Betty van Aken,Felix A. Gers,1.0
Betty van Aken,Paul Grundmann,1.0
Sebastian Arnold 0001,Betty van Aken,1.0
Betul Bayrak,Erdogan Dogdu,1.0
Betul Bayrak,Roya Choupani,1.0
Guido Zuccon,Bevan Koopman,2.0
Harrisen Scells,Bevan Koopman,2.0
Bevan Koopman,Justin Clark,1.0
Mohamed A. Sharaf,Bevan Koopman,1.0
Beverly Park Woolf,Shlomo Zilberstein,1.0
Beyza Ermis,Giovanni Zappella,1.0
Beyza Ermis,Patrick Ernst,1.0
Beyza Ermis,Yannik Stein,1.0
Bhanukiran Vinzamuri,Biren Gandhi,1.0
Bhanukiran Vinzamuri,Elham Khabiri,1.0
Bhanukiran Vinzamuri,Gregory Mckim,1.0
Di Wen,Bharat Jain,1.0
Dylan Wang,Bharat Jain,1.0
Bharat Jain,Liang Zhang 0021,1.0
Nikita Gupta,Bharat Jain,1.0
Sirjan Kafle,Bharat Jain,1.0
Suhit Sinha,Bharat Jain,1.0
Sumit Srivastava,Bharat Jain,1.0
Bharatbhushan Shetty,Brendan Kitts,1.0
Djordje Gligorijevic,Bharatbhushan Shetty,1.0
Bharatbhushan Shetty,Junwei Pan,1.0
Bharatbhushan Shetty,Shengjun Pan,1.0
Tian Zhou,Bharatbhushan Shetty,1.0
Krishna Karthik Gadiraju,Bharathkumar Ramachandra,1.0
Bharathkumar Ramachandra,Ranga Raju Vatsavai,1.0
Bharathkumar Ramachandra,Zexi Chen,1.0
Bhargav Kanagal,Bin Shu,1.0
Bhargav Kanagal,D. Sivakumar 0001,1.0
Bhargav Kanagal,Jon Elsas,1.0
Li Yang,Bhargav Kanagal,1.0
Qifan Wang,Bhargav Kanagal,1.0
Bhargav Kanagal,Sumit Sanghai,1.0
Bhargav Kanagal,Zac Yu,1.0
Jinliang Fan,Bhargav Mangipudi,1.0
Juan Caicedo Carvajal,Bhargav Mangipudi,1.0
Bhargav Mangipudi,Lisa Huang,1.0
Tian Wang,Bhargav Mangipudi,1.0
Yan Xia,Bhargav Mangipudi,1.0
Bhargav Mangipudi,Yatharth Saraf,1.0
Yu Sun,Bhargav Mangipudi,1.0
Bhaskar Mitra,Bodo Billerbeck,1.0
Daniel Campos,Bhaskar Mitra,1.0
Bhaskar Mitra,Emine Yilmaz,1.0
Fernando Diaz 0001,Bhaskar Mitra,1.0
Bhaskar Mitra,Michael D. Ekstrand,1.0
Nick Craswell,Bhaskar Mitra,1.0
Cheng Chen,Bhavya Kailkhura,1.0
Yi Zhou,Bhavya Kailkhura,1.0
Ziyi Chen,Bhavya Kailkhura,1.0
Kai Ming Ting,Bi-Cun Xu,1.0
Bi-Cun Xu,Takashi Washio,1.0
Bi-Cun Xu,Zhi-Hua Zhou,1.0
Muhammad Ali Fauzi,Bian Yang,1.0
Prosper Kandabongee Yeng,Bian Yang,1.0
Biao Yin,Elke A. Rundensteiner,1.0
Biao Yin,Fatemeh Emdad,1.0
Biao Yin,John V. Kelley,1.0
Biao Yin,Robert E. Jensen,1.0
Biao Yin,Thomas A. Considine,1.0
Chang Men,Bicheng Jin,1.0
Bicheng Jin,Chunyang Liu,1.0
Bicheng Jin,Ge Li,1.0
Peng Li,Bicheng Jin,1.0
Bicheng Jin,Xiaohu Qie,1.0
Bicheng Jin,Yue Yang,1.0
Zhe Xu,Bicheng Jin,1.0
Bijaya Adhikari,Charles D. Nicholson,1.0
Bilal Gonen,Festus Adewopo,1.0
Victor Adewopo,Bilal Gonen,1.0
Bill Kay,Hao Lu,1.0
Pravallika Devineni,Bill Kay,1.0
Bill Kay,Sangkeun Matt Lee,1.0
Bill Kay,Supriya Chinthavali,1.0
Hongtao Lin,Bill Yuchen Lin,1.0
Bill Yuchen Lin,Junyi Du,1.0
Bill Yuchen Lin,Leonardo Neves,1.0
Bill Yuchen Lin,Nguyen Vo,1.0
Bill Yuchen Lin,Sandeep Tata,1.0
Wenxuan Zhou,Bill Yuchen Lin,1.0
Bill Yuchen Lin,Xiang Ren 0001,1.0
Bill Yuchen Lin,Ying Sheng 0002,1.0
Bill Yuchen Lin,Ziqi Wang,1.0
Derek Thomas,Billy Chiu,1.0
Billy Chiu,Mohammady Mahdy,1.0
Billy Chiu,Neha Sengupta,1.0
Sunil Kumar Sahu,Billy Chiu,1.0
Bin Cui 0001,Gong Zhang,1.0
Jizhou Li,Bin Cui 0001,1.0
Ke Wang,Bin Cui 0001,1.0
Long He,Bin Cui 0001,1.0
Shiqi Jiang,Bin Cui 0001,1.0
Tong Yang 0003,Bin Cui 0001,2.0
Xiangyang Gou,Bin Cui 0001,1.0
Xilai Liu,Bin Cui 0001,1.0
Bin Cui 0001,Yafei Dai,1.0
Yi Wang,Bin Cui 0001,1.0
Yifei Xu,Bin Cui 0001,1.0
Yinda Zhang,Bin Cui 0001,1.0
Zikun Li,Bin Cui 0001,1.0
Bin Gu,Heng Huang,1.0
Victor S. Sheng,Bin Gu,1.0
Wanli Shi,Bin Gu,1.0
Xiang Li,Bin Gu,2.0
Bin Gu,Zhiyuan Dang,1.0
Bin Liang,Jiachen Du,1.0
Bin Liang,Lin Gui 0003,1.0
Bin Liang,Rongdi Yin,1.0
Bin Liang,Ruifeng Xu,1.0
Bin Liang,Yulan He,1.0
Bin Liu,Chenxu Zhu,1.0
Farhan Khawar,Bin Liu,1.0
Bin Liu,Guilin Li,1.0
Bin Liu,Jincai Lai,1.0
Bin Liu,Kenney Ng,1.0
Ruiming Tang,Bin Liu,2.0
Bin Liu,Weinan Zhang 0001,1.0
Bin Liu,Xiuqiang He,2.0
Xu Hang,Bin Liu,1.0
Bin Liu,Ying Li,1.0
Bin Liu,Yong Yu 0001,1.0
Bin Liu,Zhenguo Li,2.0
Bin Lu,Haiming Jin,1.0
Bin Lu,Haisong Zhang,1.0
Bin Lu,Luoyi Fu,1.0
Bin Lu,Xiaoying Gan,1.0
D. Sivakumar 0001,Bin Shu,1.0
Bin Shu,Jon Elsas,1.0
Li Yang,Bin Shu,1.0
Qifan Wang,Bin Shu,1.0
Sumit Sanghai,Bin Shu,1.0
Bin Shu,Zac Yu,1.0
Chao Wang,Bin Tong,1.0
Bin Tong,Jiwei Tan,1.0
Bin Tong,Tao Zhuang,1.0
Xiang Li,Bin Tong,1.0
Bin Tong,Xiaoyi Zeng,1.0
Bin Wang,Teruaki Hayashi,1.0
Bin Wang,Yukio Ohsawa,1.0
Bin Wu,Jian-Yun Nie,2.0
Kai Zhao,Bin Wu,1.0
Ting Bai,Bin Wu,2.0
Bin Wu,Youjie Zhang,2.0
Bin Wu,Yuanyu Yang,1.0
Bin Yu,Femi G. Olumofin,1.0
Junlan Lu,Bin Yu,1.0
Magdalini Eirinaki,Bin Yu,1.0
Nachiket Trivedi,Bin Yu,1.0
Binbin Chen,Marianne Winslett,1.0
Xin Lou,Binbin Chen,1.0
Ying Yang,Binbin Chen,1.0
Binbin Chen,Zbigniew Kalbarczyk,1.0
Binbin Hu,Fei Sun 0001,1.0
Fuyu Lv,Binbin Hu,1.0
Binbin Hu,Jiayu Tang,1.0
Binbin Hu,Jinghua Feng,1.0
Binbin Hu,Jingli Fang,1.0
Binbin Hu,Jun Zhou 0011,1.0
Binbin Hu,Kaiqi Zhao 0001,1.0
Binbin Hu,Kun Kuang,1.0
Binbin Hu,Qing He 0003,1.0
