Author 1,Author 2,Weights
Abbas Mazloumi,Rajiv Gupta 0001,1.0
Abbas Mazloumi,Zhijia Zhao 0001,1.0
Jennifer Brooks,Abdou Youssef,1.0
Zhantong Liang,Abdou Youssef,1.0
Vishal Mandal,Abdul Rashid Mussah,1.0
Abdul Rashid Mussah,Yaw Adu-Gyamfi,1.0
Abdulaziz Alajaji,Aidan Murphy,1.0
Abdulaziz Alajaji,Elke A. Rundensteiner,2.0
Abdulaziz Alajaji,Emmanuel Agu,2.0
Abdulaziz Alajaji,Hamid Mansoor,2.0
Kavin Chandrasekaran,Abdulaziz Alajaji,2.0
Luke Buquicchio,Abdulaziz Alajaji,2.0
Walter Gerych,Abdulaziz Alajaji,2.0
Abdullah Alfarrarjeh,Aditi Deepak,1.0
Abdullah Alfarrarjeh,Cyrus Shahabi,1.0
Dweep Trivedi,Abdullah Alfarrarjeh,1.0
Abdullah Alfarrarjeh,Seon Ho Kim,1.0
Vinuta Hegde,Abdullah Alfarrarjeh,1.0
Abdullah Almoqbil,Brian O'Connor,1.0
Abdullah Almoqbil,Brenda Alejandre,1.0
Abdullah Almoqbil,Jibril Shittu,1.0
Abdullah Almoqbil,Patrick McLeod,1.0
Abdullah Almoqbil,Rich Anderson,1.0
Abdullah Almoqbil,Shailesh Kulkarni,1.0
Farhan Asif Chowdhury,Abdullah Mueen,1.0
Vinicius M. A. Souza,Abdullah Mueen,1.0
Da Yan 0001,Abdullateef Ibrahim Almudaifer,1.0
Abdullateef Ibrahim Almudaifer,Sibo Yan,1.0
Abdullateef Ibrahim Almudaifer,Yang Zhou,1.0
Yingzhe Dong,Abdullateef Ibrahim Almudaifer,1.0
Abdullateef Ibrahim Almudaifer,Zhe Jiang 0001,1.0
André Freitas,Abdullatif Abolohom,1.0
Davide Ceolin,Abdullatif Abolohom,1.0
Raphaël Troncy,Abdullatif Abolohom,1.0
Tareq Al-Moslmi,Abdullatif Abolohom,1.0
Erdogan Dogdu,Abdül Kadir Görür,1.0
Hamza Haruna Mohammed,Abdül Kadir Görür,1.0
Abdül Kadir Görür,Roya Choupani,1.0
Abe Ittycheriah,Cong Yu 0001,1.0
Shan Jiang,Abe Ittycheriah,1.0
Simon Baumgartner,Abe Ittycheriah,1.0
Abeer El-Bahrawy,Joss Wright,1.0
Abeer El-Bahrawy,Mark Graham,1.0
Abeer El-Bahrawy,Martin Dittus,1.0
Sam Miller,Abeer El-Bahrawy,1.0
Abhisek Dash,Abhijnan Chakraborty,1.0
Anurag Shandilya,Abhijnan Chakraborty,1.0
Arpita Biswas,Abhijnan Chakraborty,1.0
Ashmi Banerjee,Abhijnan Chakraborty,1.0
Gourab K. Patro,Abhijnan Chakraborty,2.0
Abhijnan Chakraborty,Kripabandhu Ghosh,1.0
Krishna P. Gummadi,Abhijnan Chakraborty,1.0
Linus W. Dietz,Abhijnan Chakraborty,1.0
Niloy Ganguly,Abhijnan Chakraborty,1.0
Abhijnan Chakraborty,Saptarshi Ghosh 0001,1.0
Abhilash Dorle,Fangyu Li,1.0
Abhilash Dorle,Sheng Li 0001,1.0
Abhilash Dorle,Wenzhan Song,1.0
Abhinav Jain,Hima Patel,1.0
Abhinav Jain,Lokesh Nagalapatti,1.0
Abhinav Jain,Nitin Gupta,1.0
Abhinav Jain,Ruhi Sharma Mittal,1.0
Abhinav Jain,Sameep Mehta,1.0
Abhinav Jain,Shanmukha C. Guttula,1.0
Abhinav Jain,Shashank Mujumdar,1.0
Abhinav Jain,Shazia Afzal,1.0
Abhinav Jain,Vitobha Munigala,1.0
Abhinav Mathur,Kannan Achan,1.0
Ramasubramanian Balasubramanian,Abhinav Mathur,1.0
Sushant Kumar,Abhinav Mathur,1.0
Venugopal Mani,Abhinav Mathur,1.0
Abhinav Rai,Ashish Gupta,1.0
Abhinav Rai,Chandrakant Bharti,1.0
Chepuri Shri Krishna,Abhinav Rai,1.0
Abhinav Rai,Gursirat Singh Sodhi,1.0
Abhinav Rai,Himanshu Rai,1.0
Abhinav Rai,Nitinbalaji Singh,1.0
Swarnim Narayan,Abhinav Rai,1.0
Varun Mishra,Abhinav Rai,1.0
Anurag Shandilya,Abhisek Dash,1.0
Abhisek Dash,Kripabandhu Ghosh,1.0
Abhisek Dash,Saptarshi Ghosh 0001,1.0
Chaitali Prabhu,Abhishek Nadgeri,1.0
Isaiah Onando Mulang,Abhishek Nadgeri,1.0
Abhishek Nadgeri,Jens Lehmann 0001,1.0
Abhishek Nadgeri,Johannes Hoffart,1.0
Kuldeep Singh 0001,Abhishek Nadgeri,1.0
Heer Ambavi,Abhisht Tiwari,1.0
Kavita Vaishnaw,Abhisht Tiwari,1.0
Abhisht Tiwari,Mayank Singh 0001,1.0
Udit Vyas,Abhisht Tiwari,1.0
Aviad Elyashar,Abigail Paradise,1.0
Abigail Paradise,Rami Puzis,1.0
Sagi Uziel,Abigail Paradise,1.0
Abir Farouzi,Carlos Ordonez 0001,1.0
Abir Farouzi,Gopal Pandurangan,1.0
Abir Farouzi,Ladjel Bellatreche,1.0
Abir Farouzi,Mimoun Malki,1.0
Daniele Dell'Aglio,Abraham Bernstein,1.0
Abraham Miller,Arthur Liu,1.0
Abraham Miller,Kyle Coburn,1.0
Abraham Miller,Luis J. Salazar,1.0
Ying Li,Abraham Miller,1.0
Abrar Rahman,Fuad Rahman,1.0
Abrar Rahman,John Kriak,1.0
Abrar Rahman,Rick Meyer,1.0
Abrar Rahman,Sidney Goldblatt,1.0
Achim Basermann,Achim Streit,1.0
Björn Hagemeier,Achim Basermann,1.0
Charlotte Debus,Achim Basermann,1.0
Claudia Comito,Achim Basermann,1.0
Daniel Coquelin,Achim Basermann,1.0
Kai Krajsek,Achim Basermann,1.0
Markus Götz,Achim Basermann,1.0
Martin Siggel,Achim Basermann,1.0
Michael Tarnawa,Achim Basermann,1.0
Philipp Knechtges,Achim Basermann,1.0
Simon Hanselmann,Achim Basermann,1.0
Björn Hagemeier,Achim Streit,1.0
Charlotte Debus,Achim Streit,1.0
Claudia Comito,Achim Streit,1.0
Daniel Coquelin,Achim Streit,1.0
Kai Krajsek,Achim Streit,1.0
Markus Götz,Achim Streit,1.0
Martin Siggel,Achim Streit,1.0
Michael Tarnawa,Achim Streit,1.0
Philipp Knechtges,Achim Streit,1.0
Simon Hanselmann,Achim Streit,1.0
Achir Kalra,Cristian Borcea,1.0
Shuai Zhao,Achir Kalra,1.0
Achir Kalra,Yi Chen 0001,1.0
Adam Barker,Sheriffo Ceesay,1.0
Yuhui Lin,Adam Barker,1.0
Amir Rahmati,Adam Bates 0001,1.0
Michael Grace,Adam Bates 0001,1.0
Prabuddha Kumar,Adam Bates 0001,1.0
Pubali Datta,Adam Bates 0001,1.0
Tristan Morris,Adam Bates 0001,1.0
Adam Breuer,Roee Eilat,1.0
Adam Breuer,Udi Weinsberg,1.0
Alexander Spangher,Adam Fourney,1.0
Besmira Nushi,Adam Fourney,1.0
Adam Fourney,Eric Horvitz,1.0
Gireeja Ranade,Adam Fourney,1.0
Adam Henderson,Huan Liu 0001,1.0
Adam Henderson,Liangjie Hong,1.0
Ruocheng Guo,Adam Henderson,1.0
Xiaoting Zhao,Adam Henderson,1.0
Michael Färber 0001,Adam Jatowt,1.0
Adam Jatowt,Sora Lim,1.0
Victoria Burkard,Adam Jatowt,1.0
Jonathan Donnelly,Adam Roegiest,1.0
John Celona,Adam Seiver,1.0
Louis Halamek,Adam Seiver,1.0
Yadnyesh Y. Luktuke,Adam W. Hoover,1.0
Adamma Morrison,Kelsey A. Shaffer,1.0
Laura H. Kahn,Adamma Morrison,1.0
Adamma Morrison,Lila Zapata,1.0
Onur Savas,Adamma Morrison,1.0
Siddhant Garg,Adarsh Kumar 0001,1.0
Adarsh Kumar 0001,Vibhor Goel,1.0
Adarsh Kumar 0001,Yingyu Liang,1.0
Addi Thakur Malviya,Angela Laurio,1.0
Addi Thakur Malviya,Brian C. Sauer,1.0
Addi Thakur Malviya,Frank Drews,1.0
Haoran Niu,Addi Thakur Malviya,1.0
Hilda B. Klasky,Addi Thakur Malviya,1.0
Addi Thakur Malviya,Jeanie M. Scott,1.0
Addi Thakur Malviya,Jonathan R. Nebeker,1.0
Laura Pullum,Addi Thakur Malviya,1.0
Addi Thakur Malviya,Merry Ward,1.0
Mohammad M. Olama,Addi Thakur Malviya,1.0
Olufemi A. Omitaomu,Addi Thakur Malviya,1.0
Addi Thakur Malviya,P. Teja Kuruganti,1.0
Qing C. Cao,Addi Thakur Malviya,1.0
Özgür Özmen,Addi Thakur Malviya,1.0
Alaa Maalouf,Adiel Statman,1.0
Adiel Statman,Dan Feldman,1.0
Edivaldo Pastori Valentini,Adil Alsuhaim,1.0
Rodolfo Ipolito Meneguette,Adil Alsuhaim,1.0
Adina Crainiceanu,Don Needham,1.0
Kajal Pansare,Adina Crainiceanu,1.0
Samson Oni,Adina Crainiceanu,1.0
Sukrit Singh Arneja,Adina Crainiceanu,1.0
Zhiyuan Chen,Adina Crainiceanu,1.0
Adir Solomon,Amit Magen,1.0
Adir Solomon,Bracha Shapira,1.0
Adir Solomon,Lior Rokach,1.0
Adir Solomon,Mor Kertis,1.0
Adir Solomon,Simo Hanouna,1.0
Adit Krishnan,Hari Sundaram,1.0
Yuxin Xiao,Adit Krishnan,1.0
Adithya Kumar,Anand Sivasubramaniam,1.0
Adithya Kumar,Iyswarya Narayanan,1.0
Adithya Kumar,Timothy Zhu,1.0
Aditi Deepak,Cyrus Shahabi,1.0
Dweep Trivedi,Aditi Deepak,1.0
Aditi Deepak,Seon Ho Kim,1.0
Vinuta Hegde,Aditi Deepak,1.0
Amar Viswanathan Kannan,Aditi Roy,1.0
Aditi Roy,Arnav V. Malawade,1.0
Arquimedes Canedo,Aditi Roy,1.0
Dmitriy Fradkin,Aditi Roy,1.0
Ioannis Akrotirianakis,Aditi Roy,1.0
Aditi Roy,Mohammad Abdullah Al Faruque,1.0
Aditi Roy,Shih-Yuan Yu,1.0
Tugba Kulahcioglu,Aditi Roy,1.0
Elke A. Rundensteiner,Aditya Arora,1.0
Jihane Zouaoui,Aditya Arora,1.0
Xiangnan Kong,Aditya Arora,1.0
Zhongfang Zhuang,Aditya Arora,1.0
Aditya Joshi,Cécile Paris,1.0
Aditya Joshi,Guandong Xu,1.0
Rhys Biddle,Aditya Joshi,1.0
Aditya Joshi,Shaowu Liu,1.0
Aditya Mantha,Anirudha Sundaresan,1.0
Aditya Mantha,Gaoyang Wang,1.0
Aditya Mantha,Kannan Achan,1.0
Aditya Mantha,Praveenkumar Kanumala,1.0
Aditya Mantha,Shashank Kedia,1.0
Aditya Mantha,Shubham Gupta,1.0
Aditya Mantha,Stephen Guo,1.0
Aditya Mantha,Yokila Arora,1.0
Aditya Pal,Andrew Zhai,1.0
Aditya Pal,Bo Zhao,1.0
Carl Yang,Aditya Pal,1.0
Aditya Pal,Chantat Eksombatchai,1.0
Aditya Pal,Charles Rosenberg,2.0
Aditya Pal,Jiawei Han 0001,1.0
Aditya Pal,Jure Leskovec,2.0
Aditya Pal,Nikil Pancha,1.0
Aditya Pal,Yitong Zhou,1.0
Karthik Kashinath,Adrian Albert,1.0
Mustafa Mustafa,Adrian Albert,1.0
Adrian Albert,Rose Yu,1.0
Rui Wang,Adrian Albert,1.0
Aris Anagnostopoulos,Adriano Fazzone,1.0
Adriano Fazzone,Chris Schwiegelshohn,1.0
Adriano Fazzone,Cristina Menghini,1.0
Luca Becchetti,Adriano Fazzone,1.0
Adriano Lange,Eduardo Cunha de Almeida,1.0
Adriano Lange,Marcos Sfair Sunye,1.0
Adriano Lange,Tiago Rodrigo Kepe,1.0
Adrien Bibal,Benoît Frénay,1.0
Adrien Bibal,José Oramas,1.0
Adrien Bibal,Luis Galárraga,1.0
Adrien Bibal,Tassadit Bouadi,1.0
Justine Caylor,Adrienne Raglin,1.0
Somiya Metu,Adrienne Raglin,1.0
Aiswarya Sriram,Advithi Nair,1.0
Advithi Nair,Alka Simon,1.0
Advithi Nair,Dinkar Sitaram,1.0
Advithi Nair,Subramaniam Kalambur,1.0
Aekyeung Moon,Jialing Zhang,1.0
Aekyeung Moon,Jiuk Jung,1.0
Aekyeung Moon,Seung Woo Son 0001,2.0
Aekyeung Moon,Xiaoyan Zhuo,1.0
Aekyeung Moon,Yun Jeong Song,2.0
Nur Aini Rakhmawati,Ahmad Choirun Najib,1.0
Ahmad Muaz Qamar,Akhlaq Ahmad,1.0
Emad A. Felemban,Ahmad Muaz Qamar,1.0
Faizan Ur Rehman,Ahmad Muaz Qamar,1.0
Ahmad Muaz Qamar,Mohd. Adib Omar,1.0
Ahmad Muaz Qamar,Muhammad Rashid,1.0
Khalid T. Mursi,Ahmad O. Aseeri,1.0
Meznah A. Alamro,Ahmad O. Aseeri,1.0
Mohammed Saeed Alkatheiri,Ahmad O. Aseeri,1.0
Yu Zhuang,Ahmad O. Aseeri,1.0
Ahmad Sakor,Anery Patel,1.0
Ahmad Sakor,Kuldeep Singh,1.0
Ahmad Sakor,Maria-Esther Vidal,1.0
Ahmed Alhussen,Engin Arslan,1.0
Samriddhi Singla,Ahmed Eldawy,1.0
Ahmed Hassan Awadallah,Bogdan Popp,1.0
Chetan Bansal,Ahmed Hassan Awadallah,1.0
Ahmed Hassan Awadallah,Farheen Omar,1.0
Ahmed Hassan Awadallah,Farnaz Jahanbakhsh,1.0
Ahmed Hassan Awadallah,Nachiappan Nagappan,1.0
Nikitha Rao,Ahmed Hassan Awadallah,1.0
Ahmed Hassan Awadallah,Robert Rounthwaite,1.0
Ahmed Hassan Awadallah,Susan T. Dumais,1.0
Thomas Zimmermann 0001,Ahmed Hassan Awadallah,1.0
Xuhai Xu,Ahmed Hassan Awadallah,1.0
Chetan Gupta 0001,Ahmed K. Farahat,1.0
Jared Vanderwees,Ahmed Lasisi,1.0
Ahmed Lasisi,Jonathan Regehr,1.0
Penghang Liu,Ahmet Erdem Sariyüce,1.0
Baifan Zhou,Ahmet Soylu,1.0
Ahmet Soylu,Evgeny Kharlamov,1.0
Ildar Baimuratov,Ahmet Soylu,1.0
Tim Pychynski,Ahmet Soylu,1.0
Yulia Svetashova,Ahmet Soylu,1.0
Chathura Widanage,Ahmet Uyar,1.0
Ahmet Uyar,Damitha Lenadora,1.0
Ahmet Uyar,Geoffrey C. Fox,1.0
Ahmet Uyar,Hasara Maithree,1.0
Niranda Perera,Ahmet Uyar,1.0
Pulasthi Wickramasinghe,Ahmet Uyar,1.0
Supun Kamburugamuve,Ahmet Uyar,1.0
Thejaka Amila Kanewala,Ahmet Uyar,1.0
Vibhatha Abeykoon,Ahmet Uyar,1.0
Ahnaf Farhan,Mahmud Shahriar Hossain,1.0
Aida Omani,Allan Hanbury,1.0
Aida Omani,Farid Karimipour,1.0
Georg Heiler,Aida Omani,1.0
Jan Hurt,Aida Omani,1.0
Mohammad Forghani,Aida Omani,1.0
Tobias Reisch,Aida Omani,1.0
Javier Carrasco,Aidan Hogan,1.0
Aidan Hogan,Jorge Pérez 0001,1.0
Aidan Murphy,Elke A. Rundensteiner,1.0
Aidan Murphy,Emmanuel Agu,1.0
Hamid Mansoor,Aidan Murphy,1.0
Kavin Chandrasekaran,Aidan Murphy,1.0
Luke Buquicchio,Aidan Murphy,1.0
Walter Gerych,Aidan Murphy,1.0
Changyou Chen,Aidong Zhang,1.0
Guangxu Xun,Aidong Zhang,2.0
Jianhui Sun,Aidong Zhang,3.0
Jiayi Chen,Aidong Zhang,1.0
Jingyuan Chou,Aidong Zhang,1.0
Kishlay Jha,Aidong Zhang,1.0
Liuyi Yao,Aidong Zhang,1.0
Mengdi Huai,Aidong Zhang,1.0
Qiuling Suo,Aidong Zhang,2.0
Renqin Cai,Aidong Zhang,1.0
Weida Zhong,Aidong Zhang,2.0
Aikaterini Karampasi,George K. Matsopoulos,1.0
Aikaterini Karampasi,Georgios N. Dimitrakopoulos,1.0
Aikaterini Karampasi,Ioannis Kakkos,1.0
Aikaterini Karampasi,Ioannis Zorzos,1.0
Aikaterini Karampasi,Kostakis Gkiatis,1.0
Aikaterini Karampasi,Panteleimon Asvestas,1.0
Aikaterini Karampasi,Stavros Theofanis Miloulis,1.0
Ailing Yang,Fang Wang,1.0
Fucun Li,Ailing Yang,1.0
Ailing Yang,Geng Sun,1.0
Ailing Yang,Huaming Chen,1.0
Ailing Yang,Jiaqi Li,1.0
Ailing Yang,Jun Shen 0001,1.0
Ailing Yang,Yunzhou Xie,1.0
Alessandro Castelnovo,Aisha Naseer,1.0
Aisha Naseer,Beatriz San Miguel González,1.0
Aisha Naseer,Daniele Regoli,1.0
Giulia Del Gamba,Aisha Naseer,1.0
Greta Greco,Aisha Naseer,1.0
Riccardo Crupi,Aisha Naseer,1.0
Aiswarya Sriram,Alka Simon,1.0
Aiswarya Sriram,Dinkar Sitaram,1.0
Aiswarya Sriram,Subramaniam Kalambur,1.0
Handong Zhao,Ajinkya Kale,1.0
Ajinkya Kale,Vipin Kumar,1.0
Xiaowei Jia,Ajinkya Kale,1.0
Zhe Lin 0001,Ajinkya Kale,1.0
Akansha Bhardwaj,Carolin Reischauer,1.0
Giuseppe Cuccu,Akansha Bhardwaj,1.0
Akansha Bhardwaj,Harriet Thöny,1.0
Johan Jobin,Akansha Bhardwaj,1.0
Julien Clément,Akansha Bhardwaj,1.0
Akansha Bhardwaj,Philippe Cudré-Mauroux,1.0
Akash Kumar Gautam,Debanjan Mahata,1.0
Akash Kumar Gautam,Puneet Mathur,1.0
Akash Kumar Gautam,Rajiv Ratn Shah,1.0
Akash Kumar Gautam,Rakesh Gosangi,1.0
Akash Kumar Gautam,Ramit Sawhney,1.0
Akash Rupela,Balaji Krishnamurthy,1.0
Nupur Kumari,Akash Rupela,1.0
Akash Rupela,Piyush Gupta,1.0
Siddarth R.,Akash Rupela,1.0
Akbar Siami Namin,David R. W. Sears,1.0
Faranak Abri,Akbar Siami Namin,2.0
Akbar Siami Namin,Keith S. Jones,3.0
Luis Felipe Gutiérrez,Akbar Siami Namin,3.0
Miriam Armstrong,Akbar Siami Namin,1.0
Natalie Lodinger,Akbar Siami Namin,1.0
Neda Tavakoli,Akbar Siami Namin,1.0
Prerit Datta,Akbar Siami Namin,1.0
Shuvalaxmi Dass,Akbar Siami Namin,1.0
Sima Siami-Namini,Akbar Siami Namin,1.0
Akhil Sai Peddireddy,Brian Klahn,1.0
Akhil Sai Peddireddy,Dawen Xie,1.0
Akhil Sai Peddireddy,Dustin Machi,1.0
Akhil Sai Peddireddy,Erin Raymond,1.0
Akhil Sai Peddireddy,Madhav Marathe,1.0
Akhil Sai Peddireddy,Mandy L. Wilson,1.0
Akhil Sai Peddireddy,Parantapa Bhattacharya,1.0
Akhil Sai Peddireddy,Pramod Patil,1.0
Akhil Sai Peddireddy,Przemyslaw Porebski,1.0
Akhil Sai Peddireddy,Shirish Dumbre,1.0
Akhil Sai Peddireddy,Srinivasan Venkatramanan,1.0
Emad A. Felemban,Akhlaq Ahmad,1.0
Faizan Ur Rehman,Akhlaq Ahmad,1.0
Akihiro Fujita,Daiju Nakano,1.0
Daniel P. Sanders,Akihiro Fujita,1.0
Dmitry Zubarev,Akihiro Fujita,1.0
Hideaki Nakashika,Akihiro Fujita,1.0
Akihiro Fujita,Hiroki Toda,1.0
Hsiang-Han Hsu,Akihiro Fujita,1.0
Jed W. Pitera,Akihiro Fujita,1.0
Akihiro Fujita,Katsuhiko Hino,1.0
Akihiro Fujita,Kentaro Yano,1.0
Makoto Kogoh,Akihiro Fujita,1.0
Seiji Takeda,Akihiro Fujita,1.0
Akihiro Fujita,Shuichi Hirose,1.0
Takumi Hongo,Akihiro Fujita,1.0
Toshiyuki Hama,Akihiro Fujita,1.0
Victoria A. Piunova,Akihiro Fujita,1.0
Wolf Bocanett,Akihiro Fujita,1.0
Akihiro Fujita,Yasumitsu Orii,1.0
Yenwei Cheng,Akihiro Fujita,1.0
Akihiro Fujita,Yuta Tsuchiya,1.0
André Greiner-Petter,Akiko Aizawa,1.0
Akiko Aizawa,Bela Gipp,1.0
Corinna Breitinger,Akiko Aizawa,1.0
Fabian Müller,Akiko Aizawa,1.0
Howard S. Cohl,Akiko Aizawa,1.0
Moritz Schubotz,Akiko Aizawa,1.0
Satoshi Kuwamoto,Akinori Asahara,1.0
Yu Kitano,Akinori Asahara,1.0
Makoto P. Kato,Akiomi Nishida,1.0
Akiomi Nishida,Sumio Fujita,1.0
Akiomi Nishida,Takehiro Yamamoto,1.0
Akiomi Nishida,Tomohiro Manabe,1.0
Hidehiro Matsumoto,Akira Ishii,1.0
Kazuki Osawa,Akira Naruse,1.0
Akira Naruse,Rio Yokota,1.0
Yohei Tsuji,Akira Naruse,1.0
Yuichiro Ueno,Akira Naruse,1.0
Ala Eddine Ayadi,Estelle Afshar,1.0
Ala Eddine Ayadi,Matthew S. Hagen,1.0
Osama Sakhi,Ala Eddine Ayadi,1.0
Yuanbo Wang,Ala Eddine Ayadi,1.0
Alaa Aljiffry,Alexey Tumanov,1.0
Alind Khare,Alaa Aljiffry,1.0
Alaa Aljiffry,Jimeng Sun,1.0
Kevin O. Maher,Alaa Aljiffry,1.0
Satria Priambada,Alaa Aljiffry,1.0
Shenda Hong,Alaa Aljiffry,1.0
Yanbo Xu,Alaa Aljiffry,1.0
Alaa Maalouf,Dan Feldman,1.0
Alan B. Cannaday,Curt H. Davis,1.0
Ata Akbari Asanjan,Alan Li,1.0
Alan Li,Juan Torres-Perez,1.0
Kamalika Das,Alan Li,1.0
Alan Li,Soroosh Sorooshian,1.0
Alan Li,Ved Chirayath,1.0
Carlos Ledezma,Alan Mosca,1.0
Dan Murphy,Alan Mosca,1.0
Joao Gante,Alan Mosca,1.0
Natalia Culakova,Alan Mosca,1.0
Vahan Hovhannisyan,Alan Mosca,1.0
Alan Sabirsh,Andreas Hellander,1.0
Ben Blamey,Alan Sabirsh,1.0
Johan Karlsson,Alan Sabirsh,1.0
Alan Sabirsh,Ola Spjuth,1.0
Oliver Stein,Alan Sabirsh,1.0
Alan Sabirsh,Salman Toor,1.0
Alan Sun,Harry Xiao,1.0
Alane M. de Lima,André Luís Vignatti,1.0
Alane M. de Lima,Murilo V. G. da Silva,1.0
Alessio Bernardo,Albert Bifet,1.0
Bernhard Pfahringer,Albert Bifet,1.0
Bruno Veloso,Albert Bifet,1.0
Dihia Boulegane,Albert Bifet,1.0
Albert Bifet,Emanuele Della Valle,1.0
Albert Bifet,Giyyarpuram Madhusudan,1.0
Albert Bifet,Haytham Elghazel,1.0
Heitor Murilo Gomes,Albert Bifet,1.0
Jacob Montiel,Albert Bifet,1.0
Albert Bifet,João Gama 0001,1.0
Maroua Bahri,Albert Bifet,1.0
Hojung Nam,Albert No,1.0
Hyojung Paik,Albert No,1.0
Mark Stevenson,Albert No,1.0
Sunyong Yoo,Albert No,1.0
Aldo G. Carranza,Anup Rao 0002,1.0
Aldo G. Carranza,Eunyee Koh,1.0
Aldo G. Carranza,Ryan A. Rossi,1.0
Aldo Lipani,Allan Hanbury,1.0
Aldo Lipani,Markus Zlabinger,1.0
