Author 1,Author 2,Weights
Jianfeng Gao,Ciya Liao,1.0
Saekoo Lee,Ciya Liao,1.0
Xinying Song,Ciya Liao,1.0
Yelong Shen,Ciya Liao,1.0
Zhen Liao,Ciya Liao,1.0
Clare Llewellyn,Laura Cram,1.0
Clare R. Voss,Heng Ji,1.0
Clare R. Voss,Jiawei Han 0001,1.0
Meng Qu,Clare R. Voss,1.0
Clare R. Voss,Tarek F. Abdelzaher,1.0
Wenqi He,Clare R. Voss,1.0
Xiang Ren 0001,Clare R. Voss,1.0
Zeqiu Wu,Clare R. Voss,1.0
Dominik Mautz,Claudia Plant,2.0
Linfei Zhou,Claudia Plant,1.0
Samuel Maurus,Claudia Plant,1.0
Wei Ye 0001,Claudia Plant,2.0
Claudia Wagner,Fariba Karimi 0001,1.0
Claudia Wagner,Jürgen Pfeffer,1.0
Claudia Wagner,Markus Strohmaier,1.0
Claudia Wagner,Philipp Singer,1.0
Claudio Rossi 0003,Claudio Casetti,1.0
Claudio Casetti,Federico Angaramo,1.0
Jacopo Longhini,Claudio Casetti,1.0
Kiran Garimella,Claudio Lucchese,1.0
Mauro Coletto,Claudio Lucchese,1.0
V. O'Brien,Claudio Rossi 0003,1.0
Conrad Bielski,Claudio Rossi 0003,1.0
Elena Baralis,Claudio Rossi 0003,1.0
Claudio Rossi 0003,Federico Angaramo,1.0
Claudio Rossi 0003,Francesco Scullino,1.0
Gunter Zeug,Claudio Rossi 0003,1.0
Claudio Rossi 0003,Harald Skinnemoen,1.0
I. Juga,Claudio Rossi 0003,1.0
I. Porras,Claudio Rossi 0003,1.0
J. M. Sole,Claudio Rossi 0003,1.0
J. Martinez,Claudio Rossi 0003,1.0
Jacopo Longhini,Claudio Rossi 0003,1.0
Juha Pekka Kilpinen,Claudio Rossi 0003,1.0
Kaisa Riikka Ylinen,Claudio Rossi 0003,1.0
Laura Lopez-Fuentes,Claudio Rossi 0003,1.0
M. Navarro,Claudio Rossi 0003,1.0
M. Weirathe,Claudio Rossi 0003,1.0
P. Gamez,Claudio Rossi 0003,1.0
P. Nurmi,Claudio Rossi 0003,1.0
Paolo Garza,Claudio Rossi 0003,1.0
Quynh Nhu Nguyen,Claudio Rossi 0003,1.0
R. Yuste,Claudio Rossi 0003,1.0
S. Castro,Claudio Rossi 0003,1.0
T. Velin,Claudio Rossi 0003,1.0
V. Moreno,Claudio Rossi 0003,1.0
Emilio Ferrara,Clayton A. Davis,1.0
Clayton A. Davis,Filippo Menczer,1.0
Onur Varol,Clayton A. Davis,1.0
Clayton Mellina,Neil O'Hare,1.0
Jiliang Tang,Clayton Mellina,1.0
Jundong Li,Clayton Mellina,1.0
Yali Wan,Clayton Mellina,1.0
Clayton Mellina,Yi Chang 0001,1.0
Yilin Wang,Clayton Mellina,1.0
Clemens Mewald,D. Sculley,1.0
Clemens Mewald,David Soergel,1.0
Denis Baylor,Clemens Mewald,1.0
Eric Breck,Clemens Mewald,1.0
Clemens Mewald,Georgios Roumpos,1.0
Heng-Tze Cheng,Clemens Mewald,2.0
Clemens Mewald,Illia Polosukhin,1.0
Clemens Mewald,Jamie Smith,1.0
Clemens Mewald,Jarek Wilkiewicz,1.0
Clemens Mewald,Jianwei Xie,1.0
Levent Koc 0001,Clemens Mewald,1.0
Lichan Hong,Clemens Mewald,1.0
Lukasz Lew,Clemens Mewald,1.0
Clemens Mewald,Martin Wicke,2.0
Clemens Mewald,Martin Zinkevich,1.0
Mustafa Ispir,Clemens Mewald,2.0
Clemens Mewald,Neoklis Polyzotis,1.0
Noah Fiedel,Clemens Mewald,1.0
Clemens Mewald,Philipp Tucker,1.0
Salem Haykal,Clemens Mewald,1.0
Clemens Mewald,Steven Euijong Whang,1.0
Clemens Mewald,Sudip Roy 0002,1.0
Clemens Mewald,Sukriti Ramesh,1.0
Vihan Jain,Clemens Mewald,1.0
Clemens Mewald,Xin Zhang,1.0
Clemens Mewald,Yuan Tang,1.0
Zakaria Haque,Clemens Mewald,2.0
Cliff A. Joslyn,Sumit Purohit,1.0
Sutanay Choudhury,Cliff A. Joslyn,1.0
Colin Wilkie,Leif Azzopardi,1.0
Colleen Heinemann,Daniela Ushizima,1.0
Colleen Heinemann,E. Wes Bethel,1.0
Colleen Heinemann,Talita Perciano,1.0
Cong Yan,Junwen Yang,1.0
Cong Yan,Shan Lu 0001,1.0
Hanghang Tong,Conglei Shi,1.0
Liangyue Li,Conglei Shi,1.0
Conglei Shi,Nan Cao,1.0
Conglei Shi,Norbou Buchler,1.0
Yong Wang 0021,Conglei Shi,1.0
Connor McMahon,Isaac L. Johnson,1.0
Jessica Li,Connor Song,1.0
Johann Sun,Connor Song,1.0
Connor Song,Justin Zhan,1.0
Kaylee Hall,Connor Song,1.0
Matin Pirouz,Connor Song,1.0
Connor Song,Michael Ferra,1.0
Shahab Tayeb,Connor Song,1.0
Connor Song,Shahram Latifi,1.0
Connor Song,Theresa Sager,1.0
Erik Aumayr,Conor Hayes,1.0
Conrad Bielski,V. O'Brien,1.0
Conrad Bielski,Gunter Zeug,1.0
Conrad Bielski,I. Juga,1.0
Conrad Bielski,I. Porras,1.0
Conrad Bielski,J. M. Sole,1.0
Conrad Bielski,J. Martinez,1.0
Conrad Bielski,Juha Pekka Kilpinen,1.0
Conrad Bielski,Kaisa Riikka Ylinen,1.0
Conrad Bielski,M. Navarro,1.0
Conrad Bielski,M. Weirathe,1.0
Conrad Bielski,P. Gamez,1.0
Conrad Bielski,P. Nurmi,1.0
Conrad Bielski,R. Yuste,1.0
Conrad Bielski,S. Castro,1.0
Conrad Bielski,T. Velin,1.0
Conrad Bielski,V. Moreno,1.0
Conrad M. Albrecht,Hendrik F. Hamann,1.0
Conrad M. Albrecht,Marcus Freitag,1.0
Conrad M. Albrecht,Siyuan Lu,1.0
Conrad M. Albrecht,Theodore G. van Kessel,1.0
Matthew L. Dering,Conrad S. Tucker,1.0
Heather M. Reed,Corbin Robeck,1.0
Corbin Robeck,Maria Castro,1.0
Corbin Robeck,Michael Pires,1.0
Richard P. Vinci,Corbin Robeck,1.0
Corbin Robeck,Trevor Verdonik,1.0
Corbin Robeck,Wojciech Z. Misiolek,1.0
Corey A. Harper,Darin McBeath,1.0
Helena F. Deus,Corey A. Harper,1.0
Corey A. Harper,Ron Daniel Jr.,1.0
Courtney Napoles,Joel R. Tetreault,1.0
Craig A. Stewart,Emily McCallum,1.0
Craig A. Stewart,Jon Omer,1.0
Craig A. Stewart,Judy Qiu,1.0
Langshi Chen,Craig A. Stewart,1.0
Craig A. Stewart,Lisa Smith,1.0
Mihai Avram 0002,Craig A. Stewart,1.0
Robert Henschel,Craig A. Stewart,1.0
Craig A. Stewart,Shaojuan Zhu,1.0
Craig A. Stewart,Tom Zahniser,1.0
Xuning Tang,Craig Freeman,1.0
Yihua Shi Astle,Craig Freeman,1.0
Craig Macdonald,Iadh Ounis,2.0
Jarana Manotumruksa,Craig Macdonald,2.0
Cristian Danescu-Niculescu-Mizil,Dan Jurafsky,2.0
Cristian Danescu-Niculescu-Mizil,Jon M. Kleinberg,2.0
Cristian Danescu-Niculescu-Mizil,Jure Leskovec,2.0
Justine Zhang,Cristian Danescu-Niculescu-Mizil,2.0
Lillian Lee,Cristian Danescu-Niculescu-Mizil,1.0
Liye Fu,Cristian Danescu-Niculescu-Mizil,1.0
Rahmtin Rotabi,Cristian Danescu-Niculescu-Mizil,2.0
William L. Hamilton,Cristian Danescu-Niculescu-Mizil,2.0
Cristina Civili,Edward Abel,1.0
Cristina Civili,John A. Keane,1.0
Cristina Civili,Leonid Libkin,1.0
Martin Koehler,Cristina Civili,1.0
Cristina Civili,Nikolaos Konstantinou 0001,1.0
Cristina Civili,Norman W. Paton,1.0
Cui Lin,Erjia Yan,1.0
Cui Lin,Jianliang Gao,1.0
Jin Zhang,Cui Lin,1.0
Cui Lin,Wei-Shih Yang,1.0
Cui Lin,Xiaohua Hu 0001,1.0
Xinli Yu,Cui Lin,1.0
Zheng Chen 0010,Cui Lin,1.0
Ping Li 0001,Cun-Hui Zhang,1.0
Cuong Nguyen,Rodica Neamtu,1.0
Cuong Xuan Chu,Gerhard Weikum,1.0
Cuong Xuan Chu,Niket Tandon,1.0
Daniel Alabi,Cynthia Rudin,1.0
Elaine Angelino,Cynthia Rudin,1.0
Margo I. Seltzer,Cynthia Rudin,1.0
Nicholas Larus-Stone,Cynthia Rudin,1.0
Gregor Jossé,Cyrus Shahabi,1.0
Han Su,Cyrus Shahabi,1.0
Matthias Renz,Cyrus Shahabi,1.0
Cyrus Shahabi,Matthias Schubert,1.0
Mohammad Asghari,Cyrus Shahabi,1.0
Tieke He,Cyrus Shahabi,1.0
Tobias Emrich,Cyrus Shahabi,1.0
Ugur Demiryurek,Cyrus Shahabi,2.0
Yaguang Li,Cyrus Shahabi,1.0
Ying Lu 0004,Cyrus Shahabi,1.0
César Ojeda,Kostadin Cvejoski,1.0
César Ojeda,Rafet Sifa,1.0
D. Paul,Mark Goh,1.0
D. Paul,W. J. Yan,1.0
Daniel Golovin,D. Sculley,1.0
Daniel Newburger,D. Sculley,1.0
D. Sculley,David Soergel,1.0
Dilip Krishnan,D. Sculley,1.0
Eric Breck,D. Sculley,1.0
Eric Nielsen,D. Sculley,1.0
Georgios Roumpos,D. Sculley,1.0
Greg Kochanski,D. Sculley,1.0
Heng-Tze Cheng,D. Sculley,1.0
Illia Polosukhin,D. Sculley,1.0
D. Sculley,Jamie Smith,1.0
D. Sculley,Jianwei Xie,1.0
John Karro,D. Sculley,1.0
Josh Livni,D. Sculley,1.0
Lichan Hong,D. Sculley,1.0
D. Sculley,Martin Wicke,1.0
Michael Salib,D. Sculley,1.0
Mustafa Ispir,D. Sculley,1.0
D. Sculley,Philipp Tucker,1.0
Ryan Poplin,D. Sculley,1.0
Shanqing Cai,D. Sculley,1.0
Subhodeep Moitra,D. Sculley,1.0
Tiantian Zha,D. Sculley,1.0
Yaniv Ovadia,D. Sculley,1.0
Yoni Halpern,D. Sculley,1.0
D. Sculley,Yuan Tang,1.0
Zakaria Haque,D. Sculley,1.0
Jan-Ming Ho,D. T. Lee,1.0
Wei-Chun Chung,D. T. Lee,1.0
Nuno Freire,Daan Broeder,1.0
Pascal Dugenie,Daan Broeder,1.0
Dabiah Ahmed Alboaneen,Huaglory Tianfield,1.0
Dabiah Ahmed Alboaneen,Yan Zhang 0047,1.0
Shan You,Dacheng Tao,1.0
Jinyoung Han,Daejin Choi,1.0
Daejin Choi,Jungseock Joo,1.0
Joel Chan,Dafna Shahaf,1.0
Tom Hope,Dafna Shahaf,1.0
Daisaku Yokoyama,Junpei Komiyama,1.0
Daisaku Yokoyama,Masahiko Itoh,2.0
Daisaku Yokoyama,Masaru Kitsuregawa,1.0
Masashi Toyoda,Daisaku Yokoyama,3.0
Daizong Ding,Jie Tang 0001,1.0
Daizong Ding,Mi Zhang 0001,1.0
Daizong Ding,Shao-Yuan Li,1.0
Daizong Ding,Xiaotie Chen,1.0
Daizong Ding,Zhi-Hua Zhou,1.0
Danny Yuxing Huang,Damon McCoy,1.0
Greg Durrett,Damon McCoy,1.0
Jonathan K. Kummerfeld,Damon McCoy,1.0
Damon McCoy,Kirill Levchenko,1.0
Periwinkle Doerfler,Damon McCoy,1.0
Rebecca S. Portnoff,Damon McCoy,2.0
Sadia Afroz,Damon McCoy,2.0
Taylor Berg-Kirkpatrick,Damon McCoy,1.0
Damon McCoy,Vern Paxson,1.0
Jhu-Sin Luo,Dan Chia-Tien Lo,1.0
Michael Kranzlein,Dan Chia-Tien Lo,1.0
Ruth Bearden,Dan Chia-Tien Lo,1.0
Di Jin,Dan Goldwasser,1.0
Kristen Johnson,Dan Goldwasser,1.0
Dan Goldwasser,Saurabh Bagchi,1.0
Dan Jurafsky,Jure Leskovec,2.0
Justine Zhang,Dan Jurafsky,2.0
William L. Hamilton,Dan Jurafsky,2.0
Dan Li 0015,Evangelos Kanoulas,1.0
Dan Tasse,Jason I. Hong,1.0
Dan Tasse,Zichen Liu,1.0
Jiazhi Ni,Dan Ye,1.0
Jie Liu 0008,Dan Ye,1.0
Dan Ye,Zhirou Ma,1.0
Elizabeth M. Belding,Dana Nguyen,1.0
Mai ElSherief,Dana Nguyen,1.0
Dana Warmsley,Ingmar Weber,1.0
Dana Warmsley,Michael W. Macy,1.0
Thomas Davidson,Dana Warmsley,1.0
Danai Koutra,Jean Bolot,1.0
Danai Koutra,Smriti Bhagat,1.0
Danai Koutra,Stratis Ioannidis,1.0
Danai Koutra,Udi Weinsberg,1.0
Danaja Maldeniya,Daniel M. Romero,1.0
Danaja Maldeniya,Toby E. Stuart,1.0
Hengle Jiang,Dandan Zheng,1.0
Hongfeng Yu,Dandan Zheng,1.0
Josiah Mcallister,Dandan Zheng,1.0
Lina Yu,Dandan Zheng,1.0
Danhao Ding,Hui Li 0057,1.0
Danhao Ding,Nikos Mamoulis,1.0
Danhao Ding,Zhipeng Huang 0001,1.0
Jose Berengueres,Dani Castro,1.0
Daniel A. McFarland,Jure Leskovec,1.0
Minkyoung Kim,Daniel A. McFarland,1.0
M. Omar Nachawati,Daniel A. Menascé,1.0
Mohan Krishnamoorthy,Daniel A. Menascé,1.0
William Z. Bernstein,Daniel A. Menascé,1.0
Elaine Angelino,Daniel Alabi,1.0
Daniel Alabi,Margo I. Seltzer,1.0
Nicholas Larus-Stone,Daniel Alabi,1.0
Daniel Armstrong,Dylan Soderman,1.0
Mark Simmons,Daniel Armstrong,1.0
Daniel Armstrong,Michael N. Gubanov,1.0
Gang Xiao,Daniel Cory,1.0
Daniel Cory,Jock D. Mackinlay,1.0
Daniel Cory,Michael J. Cafarella,1.0
Richard Wesley,Daniel Cory,1.0
Sasha Dadiomov,Daniel Cory,1.0
Zhe Chen,Daniel Cory,1.0
Daniel Crawl,Dylan Uys,1.0
Daniel Crawl,Ilkay Altintas,1.0
Daniel Crawl,Jiaxin Li,1.0
Mai H. Nguyen,Daniel Crawl,1.0
Juan A. Colmenares,Daniel G. Waddington,1.0
Reza Dorrigiv,Daniel G. Waddington,1.0
Daniel Golovin,Greg Kochanski,1.0
Daniel Golovin,John Karro,1.0
Daniel Golovin,Subhodeep Moitra,1.0
Huikyo Lee,Daniel J. Crichton,1.0
Isaac Cho,Daniel J. Crichton,1.0
Luca Cinquini,Daniel J. Crichton,1.0
Mohamed Khalefa,Daniel J. Crichton,1.0
Mohammed Elshambakey,Daniel J. Crichton,1.0
Shannon Schlueter,Daniel J. Crichton,1.0
Sreyasee Das Bhattacharjee,Daniel J. Crichton,1.0
Wenwen Dou,Daniel J. Crichton,1.0
William J. Tolone,Daniel J. Crichton,1.0
Nick Craswell,Daniel J. Liebling,1.0
Qingyao Ai,Daniel J. Liebling,1.0
Susan T. Dumais,Daniel J. Liebling,1.0
Moshe Gabel,Daniel Keren,1.0
Derrick C. Spell,Daniel Kirsche,1.0
Jae Young Chung,Daniel Kirsche,1.0
James C. Gibson,Daniel Kirsche,1.0
Ling-Yong Wang,Daniel Kirsche,1.0
Richard T. Shomer,Daniel Kirsche,1.0
Xiao-Han T. Zeng,Daniel Kirsche,1.0
Hannah Jean Miller,Daniel Kluver,1.0
Daniel Kluver,Jacob Thebault-Spieker,1.0
Daniel Kluver,Loren G. Terveen,1.0
Dejing Dou,Daniel Lowd,1.0
Javid Ebrahimi,Daniel Lowd,1.0
Danielle Livneh,Daniel M. Romero,1.0
Lionel Robert 0001,Daniel M. Romero,1.0
Toby E. Stuart,Daniel M. Romero,1.0
Daniel Miranda,David Goldberg 0001,1.0
Ishita K. Khan,Daniel Miranda,1.0
Prathyusha Senthil Kumar,Daniel Miranda,1.0
Daniel Muller,Pratiksha Jain,2.0
Daniel Muller,Yiea-Funk Te,3.0
Hannes Awolin,Daniel Müller 0004,1.0
Meike Klettke,Daniel Müller 0004,1.0
Daniel Müller 0004,Stefanie Scherzinger,1.0
Uta Störl,Daniel Müller 0004,1.0
Daniel N. Hill,Houssam Nassif,1.0
Daniel N. Hill,S. V. N. Vishwanathan,1.0
Daniel N. Hill,Yi Liu 0033,1.0
Dilip Krishnan,Daniel Newburger,1.0
Josh Livni,Daniel Newburger,1.0
Daniel Newburger,Ryan Poplin,1.0
Daniel Newburger,Tiantian Zha,1.0
Yaniv Ovadia,Daniel Newburger,1.0
Yoni Halpern,Daniel Newburger,1.0
Daniel R. Catchpoole,Paul J. Kennedy,1.0
Wei Liu 0007,Daniel R. Catchpoole,1.0
Daniel Rajchwald,Edoardo M. Airoldi,1.0
Daniel Rajchwald,Natasha Markuzon,1.0
James Long,Daniel Silva,1.0
Daniel Silva,Yuan Wang,1.0
Daniel T. Zhang,Eric M. Schwartz,1.0
Guangsha Shi,Daniel T. Zhang,1.0
Daniel T. Zhang,Jacob D. Abernethy,1.0
Jared Webb,Daniel T. Zhang,1.0
Daniel Xie,Jiejun Xu,1.0
Daniel Xie,Tsai-Ching Lu,1.0
Daniel Yue Zhang,Dong Wang 0002,2.0
Daniel Yue Zhang,Hao Zheng,1.0
Daniel Yue Zhang,Qi Li 0016,1.0
Daniel Yue Zhang,Xin Mu,1.0
Daniel Yue Zhang,Yang Zhang 0031,2.0
Linjing Li,Daniel Zeng,1.0
Daniela Perrotta,Daniela Paolotti,2.0
Michele Tizzoni,Daniela Paolotti,2.0
Nicola Perra,Daniela Paolotti,1.0
Qian Zhang 0016,Daniela Paolotti,1.0
Daniela Perrotta,Michele Tizzoni,2.0
Nicola Perra,Daniela Perrotta,1.0
Qian Zhang 0016,Daniela Perrotta,1.0
Daniela Ushizima,E. Wes Bethel,1.0
Talita Perciano,Daniela Ushizima,1.0
Danielle Livneh,Lionel Robert 0001,1.0
Danny Yuxing Huang,Doug Grundman,1.0
Danny Yuxing Huang,Elie Bursztein,1.0
Danny Yuxing Huang,Kirill Levchenko,1.0
Danny Yuxing Huang,Kurt Thomas,1.0
Danny Yuxing Huang,Periwinkle Doerfler,1.0
Rebecca S. Portnoff,Danny Yuxing Huang,1.0
Danny Yuxing Huang,Sadia Afroz,1.0
Dapeng Dong,John Herbert,1.0
Igor Labutov,Daqing He,1.0
Peter Brusilovsky,Daqing He,1.0
Yun Huang 0002,Daqing He,1.0
Dingqi Yang,Daqing Zhang 0001,1.0
Leye Wang,Daqing Zhang 0001,1.0
Tianben Wang,Daqing Zhang 0001,1.0
Xiao Han 0001,Daqing Zhang 0001,1.0
Daqing Zhang 0001,Xiaojuan Ma,1.0
Evgeny Kharlamov,Daria Stepanova 0001,1.0
Daria Stepanova 0001,Ian Horrocks,1.0
Martin Ringsquandl,Daria Stepanova 0001,1.0
Daria Stepanova 0001,Peer Kröger,1.0
Daria Stepanova 0001,Raffaello Lepratti,1.0
Daria Stepanova 0001,Steffen Lamparter,1.0
Helena F. Deus,Darin McBeath,1.0
Darin McBeath,Ron Daniel Jr.,1.0
Dario García-García,Jiebo Luo,1.0
Dario García-García,Jungseock Joo,1.0
Dario García-García,Manohar Paluri,1.0
Quanzeng You,Dario García-García,1.0
Darlan Arruda,Nazim H. Madhavji,2.0
Qingqing Zhang,Darren Jian,1.0
Darren Jian,Rui Xu,1.0
Darren Jian,Wei Dai,1.0
Darren Jian,Ying Liu,1.0
Dat Ba Nguyen,Gerhard Weikum,1.0
Dat Ba Nguyen,Martin Theobald,1.0
Dat Tien Nguyen,Hassan Sajjad,1.0
Dat Tien Nguyen,Kamla Al-Mannai,1.0
Dat Tien Nguyen,Muhammad Imran 0002,1.0
Dat Tien Nguyen,Prasenjit Mitra,1.0
Dat Tien Nguyen,Shafiq R. Joty,1.0
Wallapak Tavanapong,David A. M. Peterson,1.0
David Adamson,Elijah Mayfield,1.0
David Adamson,Shayne Miel,1.0
Keona Holden,David Baasch,1.0
David Baasch,Leigh Plummer,1.0
Luis Beteta,David Baasch,1.0
Marisa Gilman,David Baasch,1.0
David Baasch,Mayanka Jha,1.0
David Baasch,Namrata Walanj,1.0
Richard Marciano,David Baasch,1.0
Riss Hardcastle,David Baasch,1.0
Sandra Laib,David Baasch,1.0
David Baasch,Tricia Glaser,1.0
Waleed Falak,David Baasch,1.0
William Underwood,David Baasch,1.0
Yun Huang,David Baasch,1.0
David Baasch,Zeynep Diker,1.0
Luca Foschini,David C. Kale,1.0
Tom Quisel,David C. Kale,1.0
David Carmel,Idit Keidar,1.0
David Carmel,Liane Lewin-Eytan,2.0
Naama Kraus,David Carmel,1.0
David Carmel,Yoelle Maarek,2.0
Dong Chen 0010,David E. Irwin 0001,1.0
Hao Yin,David F. Gleich,1.0
Jure Leskovec,David F. Gleich,1.0
Nate Veldt,David F. Gleich,1.0
Nicole Eikmeier,David F. Gleich,1.0
Tao Wu,David F. Gleich,1.0
Francesco Bonchi,David García-Soriano,2.0
David García-Soriano,Francesco Gullo,1.0
Gilad Asharov,David García-Soriano,1.0
Natali Ruchansky,David García-Soriano,1.0
David García-Soriano,Nicolas Kourtellis,1.0
David García-Soriano,Tamir Tassa,1.0
Michael Mercier,David Glesser,1.0
David Glesser,Olivier Richard,1.0
David Glesser,Yiannis Georgiou,1.0
Ishita K. Khan,David Goldberg 0001,1.0
Prathyusha Senthil Kumar,David Goldberg 0001,1.0
David Goldberg 0001,Wei Min,1.0
David Goldberg 0001,Xiao Wang,1.0
David Goldberg 0001,Zongru Wan,1.0
David Hahn,Felix Naumann,1.0
David Hahn,Marius Walter,1.0
Sebastian Kruse 0001,David Hahn,1.0
David Hallac,Jure Leskovec,2.0
David Hallac,Sagar Vare,1.0
David Hallac,Stephen P. Boyd,2.0
David Hallac,Youngsuk Park,1.0
Ichitaro Yamazaki,David J. Keffer,1.0
David J. Keffer,Jack J. Dongarra,1.0
Jakub Kurzak,David J. Keffer,1.0
Piotr Luszczek,David J. Keffer,1.0
Guy Feigenblat,David Konopnicki,1.0
Haggai Roitman,David Konopnicki,1.0
Odellia Boni,David Konopnicki,1.0
Jason Radford,David Lazer,1.0
Kenneth Joseph,David Lazer,1.0
Lisa Friedland,David Lazer,1.0
Luke Horgan,David Lazer,1.0
Oren Tsur,David Lazer,2.0
Stefan Wojcik,David Lazer,1.0
William Hobbs,David Lazer,1.0
Don Libes,David Lechevalier,1.0
David Lechevalier,Sanjay Jain 0003,1.0
Jie Yang 0028,David M. J. Tax,1.0
Jie Zhang 0002,David M. J. Tax,1.0
Wenjie Pei,David M. J. Tax,1.0
Zhu Sun,David M. J. Tax,1.0
Jack Hessel,David M. Mimno,1.0
Lillian Lee,David M. Mimno,1.0
Olga Babko-Malaya,David Maimon,2.0
Rebecca Cathey,David Maimon,2.0
Steve Hinton,David Maimon,2.0
David Maimon,Taissa Gladkova,1.0
David Marn,Kamesh Munagala,1.0
Nikhil Garg,David Marn,1.0
Vijay Kamble,David Marn,1.0
Giannis V. Koumoutsos,David Milward,1.0
Ian Lewin,David Milward,1.0
Maria Fasli,David Milward,1.0
Ehsun Behravesh,David Page,1.0
Eric LaRose,David Page,1.0
John Mayer,David Page,1.0
Jonathan C. Badger,David Page,1.0
Mehdi Assefi,David Page,1.0
Peggy L. Peissig,David Page,2.0
Richard Maclin,David Page,1.0
Vítor Santos Costa,David Page,1.0
Zhaobin Kuang,David Page,1.0
Yinon Nahum,David Peleg,1.0
Zvi Lotker,David Peleg,1.0
Franziska B. Keller,David Schoch,1.0
David Schoch,JungHwan Yang,1.0
David Schoch,Sebastian Stier,1.0
Georgios Roumpos,David Soergel,1.0
Heng-Tze Cheng,David Soergel,1.0
Illia Polosukhin,David Soergel,1.0
Jamie Smith,David Soergel,1.0
David Soergel,Jianwei Xie,1.0
Lichan Hong,David Soergel,1.0
David Soergel,Martin Wicke,1.0
Mustafa Ispir,David Soergel,1.0
David Soergel,Philipp Tucker,1.0
David Soergel,Yuan Tang,1.0
Zakaria Haque,David Soergel,1.0
David Stück,Greg Ver Steeg,1.0
David Stück,Haraldur Tómas Hallgrímsson,1.0
David Stück,Luca Foschini,1.0
Leonid Pekelis,David Walsh 0002,1.0
Pete Koomen,David Walsh 0002,1.0
Ramesh Johari,David Walsh 0002,1.0
Luca Oneto,Davide Anguita,1.0
Davide Balzarotti,Igor Santos,1.0
Iskander Sánchez-Rola,Davide Balzarotti,1.0
Davis W. Blalock,John V. Guttag,1.0
Dawei Yin,Jiliang Tang,2.0
Dawei Yin,Mark A. Hasegawa-Johnson,1.0
Shiyu Chang,Dawei Yin,1.0
Dawei Yin,Thomas S. Huang,1.0
Tyler Derr,Dawei Yin,1.0
Yang Zhang 0001,Dawei Yin,1.0
Dawei Yin,Yi Chang 0001,1.0
Zhiwei Wang 0001,Dawei Yin,1.0
Dawei Zhou,Hanghang Tong,1.0
Dawei Zhou,Hasan Davulcu,1.0
Dawei Zhou,Jingrui He,1.0
Dawei Zhou,Mehmet Yigit Yildirim,1.0
Dawei Zhou,Scott Alcorn,1.0
Dawei Zhou,Si Zhang,1.0
Dazhi Yang,Jihoon Hong,1.0
Dazhi Yang,Wenjing Yan,1.0
De-Nian Yang,Hong-Han Shuai,1.0
Liang-Hao Huang,De-Nian Yang,1.0
De-Nian Yang,Ming-Syan Chen,1.0
De-Nian Yang,Wang-Chien Lee,1.0
Prashanth Vijayaraghavan,Deb Roy,1.0
Sophie Chou,Deb Roy,1.0
Soroush Vosoughi,Deb Roy,1.0
Dharmashankar Subramanian,Debarun Bhattacharjya,1.0
Debarun Bhattacharjya,Jeffrey O. Kephart,1.0
Debarun Bhattacharjya,Jesus Rios,1.0
Debarun Bhattacharjya,Ruben Rodriguez Torrado,1.0
Debarun Bhattacharjya,Vijil Chenthamarakshan,1.0
Debdipto Misra,Dhruv Mathrawala,1.0
Debdipto Misra,Kyle Marshall,1.0
Debdipto Misra,Shravan Kethireddy,1.0
Debjyoti Paul,Feifei Li 0001,1.0
Debjyoti Paul,Murali Krishna Teja,1.0
Debjyoti Paul,Richie Frost,1.0
Debjyoti Paul,Xin Yu,1.0
Ravi Kumar 0001,Debmalya Panigrahi,1.0
Debmalya Panigrahi,Rina Panigrahy,1.0
Sreenivas Gollapudi,Debmalya Panigrahi,1.0
Nikitha Reddy,Debojyoti Dutta,1.0
Longqi Yang,Deborah Estrin,1.0
Serge J. Belongie,Deborah Estrin,1.0
Tsung-Yi Lin,Deborah Estrin,1.0
Yin Cui,Deborah Estrin,1.0
Krishnaram Kenthapadi,Deepak Agarwal,1.0
Larry P. Heck,Deepak Agarwal,1.0
Liang Zhang 0021,Deepak Agarwal,1.0
Muthu Muthukrishnan,Deepak Agarwal,1.0
Stuart Ambler,Deepak Agarwal,1.0
Purnima Shah,Deepak B. Hiremath,1.0
Deepak B. Hiremath,Sanjay Chaudhary,1.0
Deepak Kumar 0006,J. Alex Halderman,1.0
Deepak Kumar 0006,Joshua Mason,1.0
Deepak Kumar 0006,Michael Bailey,1.0
Deepak Kumar 0006,Zakir Durumeric,1.0
Deepak Kumar 0006,Zane Ma,1.0
Deepak Kumar 0008,Ming Shao,1.0
Houping Xiao,Deepak S. Turaga,1.0
Deepak S. Turaga,Hui Xiong 0001,1.0
Jing Gao 0004,Deepak S. Turaga,1.0
Long H. Vu,Deepak S. Turaga,1.0
Srinivasan Parthasarathy 0002,Deepak S. Turaga,1.0
Yanjie Fu,Deepak S. Turaga,1.0
Deepigha Shree Vittal Babu,Suprio Ray,1.0
Defu Lian,Kai Zheng 0001,1.0
Defu Lian,Longbing Cao,1.0
Defu Lian,Rui Liu,1.0
Defu Lian,Xing Xie 0001,1.0
Defu Lian,Yong Ge,1.0
Dejian Yang,Senzhang Wang,1.0
Dejian Yang,Xiaoming Zhang 0001,1.0
Dejian Yang,Zhoujun Li,1.0
Javid Ebrahimi,Dejing Dou,1.0
Giuseppe Bruno,Demetrio Condello,2.0
Haifeng Liu,Deng Cai 0001,1.0
Huimin Zhang,Deng Cai 0001,1.0
